GROSS_SPA,NET_SPA,REQUESTER_CODE,DOC_TYPE,PROC_NAME,PROC_NATURE,PROC_TYPE,ROLE,DOSSIER_TYPE,COMMITTEE_1
124.66,59.73,ENVI,PR,2022/0195(COD),LEG,COD,MHE,ENVI,ENVI
12.14,5.38,DG1-DEPOT,RR,2022/0195(COD),LEG,COD,MHE,ENVI,ENVI
5.78,2.52,PECH,AD,2022/0195(COD),LEG,COD,AHE,PECH,PECH
2.0,1.24,AGRI,AD,2022/0195(COD),LEG,COD,AHE,AGRI,AGRI
3.47,1.86,ECON,PR,2022/0331(CNS),LEG,CNS,MAIN,ECON,ECON
3.85,1.91,DG1-DEPOT,RR,2022/0331(CNS),LEG,CNS,MAIN,ECON,ECON
2.83,2.1,DG1,RE,2022/2908(DEA),DEAEX,DEA,MAIN,ECON,ECON
12.98,3.28,DG1-DEPOT,RR,2023/0811(NLE),APPO,NLE,MAIN,CONT,CONT
12.38,10.1,CONT,PR,2023/0811(NLE),APPO,NLE,MAIN,CONT,CONT
109.44,105.63,ECON,PR,2023/0810(NLE),APPO,NLE,MAIN,ECON,ECON
109.82,105.92,DG1-DEPOT,RR,2023/0810(NLE),APPO,NLE,MAIN,ECON,ECON
2.51,0.87,DG1-DEPOT,RR,2022/0016(COD),LEG,COD,MAIN,AGRI,AGRI
2.2,0.79,AGRI,PR,2022/0016(COD),LEG,COD,MAIN,AGRI,AGRI
4.99,4.67,ITRE,RD,2022/2641(RSP),RESQ,RSP,MAIN,ITRE,ITRE
1.07,0.58,DG1,AM,2022/2641(RSP),RESQ,RSP,MAIN,ITRE,ITRE
5.05,1.47,DG1,RE,2022/2641(RSP),RESQ,RSP,MAIN,ITRE,ITRE
1.23,1.08,ITRE,QO,2022/2641(RSP),RESQ,RSP,MAIN,ITRE,ITRE
3.33,2.19,BUDG,PR,2022/0126(BUD),BUD,BUD,MAIN,BUDG,BUDG
2.26,1.77,AFET,AL,2022/0126(BUD),BUD,BUD,AVI,AFET,AFET
7.17,3.83,DG1-DEPOT,RR,2022/0126(BUD),BUD,BUD,MAIN,BUDG,BUDG
2.89,1.72,BUDG,AM,2022/0126(BUD),BUD,BUD,MAIN,BUDG,BUDG
5.87,4.46,CJ13,PR,2022/0125(COD),LEG,COD,MAIN,BUDG,CJ13
7.24,2.09,DG1-DEPOT,RR,2022/0125(COD),LEG,COD,MAIN,BUDG,CJ13
0.82,0.61,CJ13,AM,2022/0125(COD),LEG,COD,MAIN,BUDG,CJ13
8.34,5.46,ECON,AM,2022/0179(NLE),CNPE,NLE,MAIN,ECON,ECON
11.23,4.34,DG1-DEPOT,RR,2022/0179(NLE),CNPE,NLE,MAIN,ECON,ECON
8.74,6.22,ECON,PR,2022/0179(NLE),CNPE,NLE,MAIN,ECON,ECON
154.12,78.27,ENVI,PR,2022/0196(COD),LEG,COD,MHE,ENVI,ENVI
6.28,5.95,AGRI,DT,2022/0196(COD),LEG,COD,AHE,AGRI,AGRI
142.77,42.57,AGRI,AD,2022/0196(COD),LEG,COD,AHE,AGRI,AGRI
202.31,95.08,DG1-DEPOT,RR,2022/0196(COD),LEG,COD,MHE,ENVI,ENVI
12.84,5.98,DEVE,AD,2022/0196(COD),LEG,COD,AVI,DEVE,DEVE
154.11,51.17,AGRI,AM,2022/0196(COD),LEG,COD,AHE,AGRI,AGRI
219.5,80.08,AGRI,AM,2022/0196(COD),LEG,COD,AHE,AGRI,AGRI
98.84,34.82,AGRI,AM,2022/0196(COD),LEG,COD,AHE,AGRI,AGRI
157.06,61.84,AGRI,AM,2022/0196(COD),LEG,COD,AHE,AGRI,AGRI
142.54,44.34,AGRI,AM,2022/0196(COD),LEG,COD,AHE,AGRI,AGRI
142.95,47.51,AGRI,AM,2022/0196(COD),LEG,COD,AHE,AGRI,AGRI
132.29,55.44,AGRI,AM,2022/0196(COD),LEG,COD,AHE,AGRI,AGRI
108.76,44.43,AGRI,AM,2022/0196(COD),LEG,COD,AHE,AGRI,AGRI
0.78,0.36,AGRI,AM,2022/0196(COD),LEG,COD,AHE,AGRI,AGRI
235.46,84.21,ENVI,AM,2022/0196(COD),LEG,COD,MHE,ENVI,ENVI
178.99,66.52,ENVI,AM,2022/0196(COD),LEG,COD,MHE,ENVI,ENVI
241.9,90.11,ENVI,AM,2022/0196(COD),LEG,COD,MHE,ENVI,ENVI
127.31,59.83,ENVI,AM,2022/0196(COD),LEG,COD,MHE,ENVI,ENVI
162.34,77.26,ENVI,AM,2022/0196(COD),LEG,COD,MHE,ENVI,ENVI
21.0,12.63,DEVE,AM,2022/0196(COD),LEG,COD,AVI,DEVE,DEVE
53.6,20.67,AGRI,PA,2022/0196(COD),LEG,COD,AHE,AGRI,AGRI
162.56,60.16,ENVI,AM,2022/0196(COD),LEG,COD,MHE,ENVI,ENVI
152.01,62.89,ENVI,AM,2022/0196(COD),LEG,COD,MHE,ENVI,ENVI
160.67,64.78,ENVI,AM,2022/0196(COD),LEG,COD,MHE,ENVI,ENVI
6.3,6.0,AGRI,DT,2022/0196(COD),LEG,COD,AHE,AGRI,AGRI
90.26,30.99,ENVI,AM,2022/0196(COD),LEG,COD,MHE,ENVI,ENVI
117.8,48.92,ENVI,AM,2022/0196(COD),LEG,COD,MHE,ENVI,ENVI
151.72,62.91,ENVI,AM,2022/0196(COD),LEG,COD,MHE,ENVI,ENVI
6.3,6.0,AGRI,DT,2022/0196(COD),LEG,COD,AHE,AGRI,AGRI
6.99,5.54,DEVE,PA,2022/0196(COD),LEG,COD,AVI,DEVE,DEVE
1.74,1.56,TRAN,AL,2022/0209(NLE),CNPE,NLE,AVI,TRAN,TRAN
5.84,3.2,DG1-DEPOT,RR,2022/0209(NLE),CNPE,NLE,MAIN,ECON,ECON
3.72,1.73,ECON,PR,2022/0209(NLE),CNPE,NLE,MAIN,ECON,ECON
21.04,15.66,DG1,RE,2022/2982(RSP),RESQ,RSP,MAIN,AGRI,AGRI
4.09,1.27,DG1,AM,2022/2982(RSP),RESQ,RSP,MAIN,AGRI,AGRI
6.26,2.37,DG1,AM,2022/2982(RSP),RESQ,RSP,MAIN,AGRI,AGRI
1.32,0.39,DG1,AM,2022/2982(RSP),RESQ,RSP,MAIN,AGRI,AGRI
84.78,45.19,AGRI,AM,2022/2982(RSP),RESQ,RSP,MAIN,AGRI,AGRI
26.53,15.69,AGRI,PA,2022/0394(COD),LEG,COD,AHE,AGRI,AGRI
104.17,58.79,DG1-DEPOT,RR,2022/0394(COD),LEG,COD,MHE,ENVI,ENVI
319.0,128.84,AGRI,AM,2022/0394(COD),LEG,COD,AHE,AGRI,AGRI
202.73,86.56,AGRI,AM,2022/0394(COD),LEG,COD,AHE,AGRI,AGRI
60.97,34.06,ENVI,PR,2022/0394(COD),LEG,COD,MHE,ENVI,ENVI
105.22,51.73,ENVI,AM,2022/0394(COD),LEG,COD,MHE,ENVI,ENVI
112.19,55.68,ENVI,AM,2022/0394(COD),LEG,COD,MHE,ENVI,ENVI
17.0,12.38,ITRE,AL,2022/0394(COD),LEG,COD,AHE,ITRE,ITRE
66.3,24.07,AGRI,AD,2022/0394(COD),LEG,COD,AHE,AGRI,AGRI
50.4,18.42,ITRE,AM,2022/0396(COD),LEG,COD,AHE,ITRE,ITRE
177.91,71.89,ITRE,AM,2022/0396(COD),LEG,COD,AHE,ITRE,ITRE
53.85,26.42,IMCO,PA,2022/0396(COD),LEG,COD,AHE,IMCO,IMCO
116.67,63.69,ENVI,PR,2022/0396(COD),LEG,COD,MHE,ENVI,ENVI
114.35,62.73,ENVI,PR,2022/0396(COD),LEG,COD,MHE,ENVI,ENVI
107.95,47.33,ENVI,AM,2022/0396(COD),LEG,COD,MHE,ENVI,ENVI
140.37,54.92,ITRE,AM,2022/0396(COD),LEG,COD,AHE,ITRE,ITRE
278.15,108.31,ENVI,AM,2022/0396(COD),LEG,COD,MHE,ENVI,ENVI
142.7,62.96,ENVI,AM,2022/0396(COD),LEG,COD,MHE,ENVI,ENVI
129.21,59.93,ENVI,AM,2022/0396(COD),LEG,COD,MHE,ENVI,ENVI
119.86,48.3,ENVI,AM,2022/0396(COD),LEG,COD,MHE,ENVI,ENVI
107.58,42.62,ENVI,AM,2022/0396(COD),LEG,COD,MHE,ENVI,ENVI
145.66,64.97,ENVI,AM,2022/0396(COD),LEG,COD,MHE,ENVI,ENVI
139.3,63.4,ENVI,AM,2022/0396(COD),LEG,COD,MHE,ENVI,ENVI
8.87,3.26,AGRI,AM,2022/0396(COD),LEG,COD,AVI,AGRI,AGRI
289.34,127.0,AGRI,AM,2022/0396(COD),LEG,COD,AVI,AGRI,AGRI
55.3,24.82,ITRE,PA,2022/0396(COD),LEG,COD,AHE,ITRE,ITRE
39.03,13.84,IMCO,AD,2022/0396(COD),LEG,COD,AHE,IMCO,IMCO
151.68,57.94,DG1-DEPOT,RR,2022/0396(COD),LEG,COD,MHE,ENVI,ENVI
23.45,9.78,ENVI,AM,2022/0396(COD),LEG,COD,MHE,ENVI,ENVI
54.19,24.91,AGRI,PA,2022/0396(COD),LEG,COD,AVI,AGRI,AGRI
39.82,12.87,ITRE,AD,2022/0396(COD),LEG,COD,AHE,ITRE,ITRE
173.82,69.37,IMCO,AM,2022/0396(COD),LEG,COD,AHE,IMCO,IMCO
147.9,62.33,IMCO,AM,2022/0396(COD),LEG,COD,AHE,IMCO,IMCO
94.46,42.58,LIBE,AM,2022/0398(COD),LEG,COD,MAIN,LIBE,LIBE
15.39,6.94,BUDG,AD,2022/0398(COD),LEG,COD,AVI,BUDG,BUDG
13.49,8.57,BUDG,PA,2022/0398(COD),LEG,COD,AVI,BUDG,BUDG
20.56,8.96,BUDG,AM,2022/0398(COD),LEG,COD,AVI,BUDG,BUDG
61.26,25.02,DG1-DEPOT,RR,2022/0398(COD),LEG,COD,MAIN,LIBE,LIBE
35.17,21.27,PRES-LEGACT,PF,2022/0398(COD),LEG,COD,MAIN,LIBE,LIBE
18.14,7.13,LIBE,PR,2022/0398(COD),LEG,COD,MAIN,LIBE,LIBE
25.35,13.06,DG1-DEPOT,RR,2021/0211B(COD),LEG,COD,MHE,ENVI,ENVI
1.53,1.17,TRAN,PA,2023/2173(DEC),DISCH,DEC,AVI,TRAN,TRAN
3.13,0.96,CONT,AM,2023/2173(DEC),DISCH,DEC,MAIN,CONT,CONT
12.61,5.24,DG1-DEPOT,RR,2023/2173(DEC),DISCH,DEC,MAIN,CONT,CONT
10.95,5.7,CONT,PR,2023/2173(DEC),DISCH,DEC,MAIN,CONT,CONT
5.13,2.56,TRAN,AD,2023/2173(DEC),DISCH,DEC,AVI,TRAN,TRAN
3.99,3.04,TRAN,AM,2023/2173(DEC),DISCH,DEC,AVI,TRAN,TRAN
5.99,3.61,TRAN,AD,2023/2176(DEC),DISCH,DEC,AVI,TRAN,TRAN
2.92,1.33,CONT,AM,2023/2176(DEC),DISCH,DEC,MAIN,CONT,CONT
1.46,1.12,TRAN,PA,2023/2176(DEC),DISCH,DEC,AVI,TRAN,TRAN
15.24,10.05,CONT,PR,2023/2176(DEC),DISCH,DEC,MAIN,CONT,CONT
17.85,7.59,DG1-DEPOT,RR,2023/2176(DEC),DISCH,DEC,MAIN,CONT,CONT
5.42,4.21,TRAN,AM,2023/2176(DEC),DISCH,DEC,AVI,TRAN,TRAN
13.38,8.41,CONT,PR,2023/2170(DEC),DISCH,DEC,MAIN,CONT,CONT
6.5,3.18,CONT,AM,2023/2170(DEC),DISCH,DEC,MAIN,CONT,CONT
16.26,6.09,DG1-DEPOT,RR,2023/2170(DEC),DISCH,DEC,MAIN,CONT,CONT
17.7,7.64,DG1-DEPOT,RR,2023/2178(DEC),DISCH,DEC,MAIN,CONT,CONT
8.47,4.21,CONT,AM,2023/2178(DEC),DISCH,DEC,MAIN,CONT,CONT
16.17,9.96,CONT,PR,2023/2178(DEC),DISCH,DEC,MAIN,CONT,CONT
2.98,1.07,CONT,AM,2023/2175(DEC),DISCH,DEC,MAIN,CONT,CONT
14.27,8.49,CONT,PR,2023/2175(DEC),DISCH,DEC,MAIN,CONT,CONT
16.44,8.38,DG1-DEPOT,RR,2023/2175(DEC),DISCH,DEC,MAIN,CONT,CONT
14.89,7.5,DG1-DEPOT,RR,2023/2180(DEC),DISCH,DEC,MAIN,CONT,CONT
2.97,1.11,CONT,AM,2023/2180(DEC),DISCH,DEC,MAIN,CONT,CONT
12.92,6.9,CONT,PR,2023/2180(DEC),DISCH,DEC,MAIN,CONT,CONT
17.02,7.13,DG1-DEPOT,RR,2023/2177(DEC),DISCH,DEC,MAIN,CONT,CONT
13.64,4.76,CONT,AM,2023/2177(DEC),DISCH,DEC,MAIN,CONT,CONT
15.27,9.06,CONT,PR,2023/2177(DEC),DISCH,DEC,MAIN,CONT,CONT
6.22,1.95,EMPL,AD,2023/2182(DEC),DISCH,DEC,AVI,EMPL,EMPL
5.92,2.38,EMPL,AD,2023/2182(DEC),DISCH,DEC,AVI,EMPL,EMPL
11.6,4.32,CONT,AM,2023/2182(DEC),DISCH,DEC,MAIN,CONT,CONT
25.73,7.42,CONT,PR,2023/2182(DEC),DISCH,DEC,MAIN,CONT,CONT
7.93,3.49,EMPL,AM,2023/2182(DEC),DISCH,DEC,AVI,EMPL,EMPL
3.49,1.96,EMPL,PA,2023/2182(DEC),DISCH,DEC,AVI,EMPL,EMPL
7.45,3.84,LIBE,AM,2023/2182(DEC),DISCH,DEC,AVI,LIBE,LIBE
7.34,3.03,LIBE,AD,2023/2182(DEC),DISCH,DEC,AVI,LIBE,LIBE
42.69,14.18,DG1-DEPOT,RR,2023/2182(DEC),DISCH,DEC,MAIN,CONT,CONT
2.63,1.91,LIBE,PA,2023/2182(DEC),DISCH,DEC,AVI,LIBE,LIBE
1.41,0.98,TRAN,PA,2023/2181(DEC),DISCH,DEC,AVI,TRAN,TRAN
13.48,8.12,CONT,PR,2023/2181(DEC),DISCH,DEC,MAIN,CONT,CONT
4.58,2.98,TRAN,AD,2023/2181(DEC),DISCH,DEC,AVI,TRAN,TRAN
3.96,1.63,CONT,AM,2023/2181(DEC),DISCH,DEC,MAIN,CONT,CONT
3.22,2.37,TRAN,AM,2023/2181(DEC),DISCH,DEC,AVI,TRAN,TRAN
14.45,5.74,DG1-DEPOT,RR,2023/2181(DEC),DISCH,DEC,MAIN,CONT,CONT
14.07,5.04,DG1-DEPOT,RR,2023/2141(DEC),DISCH,DEC,MAIN,CONT,CONT
5.69,2.57,CONT,AM,2023/2141(DEC),DISCH,DEC,MAIN,CONT,CONT
11.57,7.41,CONT,PR,2023/2141(DEC),DISCH,DEC,MAIN,CONT,CONT
6.05,2.64,CONT,AM,2023/2179(DEC),DISCH,DEC,MAIN,CONT,CONT
11.44,6.25,CONT,PR,2023/2179(DEC),DISCH,DEC,MAIN,CONT,CONT
13.43,5.68,DG1-DEPOT,RR,2023/2179(DEC),DISCH,DEC,MAIN,CONT,CONT
4.3,1.56,EMPL,AD,2023/2167(DEC),DISCH,DEC,AVI,EMPL,EMPL
20.01,6.96,DG1-DEPOT,RR,2023/2167(DEC),DISCH,DEC,MAIN,CONT,CONT
4.15,1.8,EMPL,AD,2023/2167(DEC),DISCH,DEC,AVI,EMPL,EMPL
13.27,8.78,CONT,PR,2023/2167(DEC),DISCH,DEC,MAIN,CONT,CONT
4.38,2.56,EMPL,AM,2023/2167(DEC),DISCH,DEC,AVI,EMPL,EMPL
2.16,1.45,EMPL,PA,2023/2167(DEC),DISCH,DEC,AVI,EMPL,EMPL
4.73,2.41,CONT,AM,2023/2167(DEC),DISCH,DEC,MAIN,CONT,CONT
73.91,33.33,DG1-DEPOT,RR,2023/0250(COD),LEG,COD,MAIN,LIBE,CJ01
48.52,22.99,CJ01,PR,2023/0250(COD),LEG,COD,MAIN,LIBE,CJ01
63.39,26.22,CJ01,AM,2023/0250(COD),LEG,COD,MAIN,LIBE,CJ01
104.08,37.15,CJ01,AM,2023/0250(COD),LEG,COD,MAIN,LIBE,CJ01
47.2,20.93,CJ01,AM,2023/0250(COD),LEG,COD,MAIN,LIBE,CJ01
42.8,20.78,CJ01,AM,2023/0250(COD),LEG,COD,MAIN,LIBE,CJ01
38.94,21.66,TRAN,PR,2023/0265(COD),LEG,COD,MAIN,TRAN,TRAN
63.77,22.69,DG1-DEPOT,RR,2023/0265(COD),LEG,COD,MAIN,TRAN,TRAN
183.5,72.18,TRAN,AM,2023/0265(COD),LEG,COD,MAIN,TRAN,TRAN
7.57,4.07,PRES-LEGACT,PF,2022/0132B(COD),LEG,COD,MAIN,LIBE,LIBE
11.67,3.99,DG1-DEPOT,RR,2022/0132B(COD),LEG,COD,MAIN,LIBE,LIBE
1.39,1.22,INTA,QO,2023/2829(RSP),RESQ,RSP,MAIN,INTA,INTA
4.1,3.58,INTA,RD,2023/2829(RSP),RESQ,RSP,MAIN,INTA,INTA
4.2,1.45,DG1,RE,2023/2829(RSP),RESQ,RSP,MAIN,INTA,INTA
18.18,17.28,DG1,RE,2023/2884(RSP),RESQ,RSP,MAIN,ITRE,ITRE
2.0,1.05,DG1,AM,2023/2941(RSP),DECL,RSP,MAIN,LIBE,LIBE
4.37,1.83,DG1,AM,2023/2941(RSP),DECL,RSP,MAIN,LIBE,LIBE
6.05,5.06,DG1,RE,2023/2941(RSP),DECL,RSP,MAIN,LIBE,LIBE
3.41,2.72,CONT,AL,2023/2220(BUI),PREBUD,BUI,AVI,CONT,CONT
4.06,2.84,AFCO,AL,2023/2220(BUI),PREBUD,BUI,AVI,AFCO,AFCO
172.77,75.21,BUDG,AM,2023/2220(BUI),PREBUD,BUI,MAIN,BUDG,BUDG
2.26,1.71,AFET,AL,2023/2220(BUI),PREBUD,BUI,AVI,AFET,AFET
9.35,8.41,ENVI,AL,2023/2220(BUI),PREBUD,BUI,AVI,ENVI,ENVI
5.96,4.76,DEVE,AL,2023/2220(BUI),PREBUD,BUI,AVI,DEVE,DEVE
90.39,38.48,DG1-DEPOT,RR,2023/2220(BUI),PREBUD,BUI,MAIN,BUDG,BUDG
4.87,4.06,FEMM,AL,2023/2220(BUI),PREBUD,BUI,AVI,FEMM,FEMM
2.74,1.21,AFET,AL,2023/2220(BUI),PREBUD,BUI,AVI,AFET,AFET
5.66,4.77,TRAN,AL,2023/2220(BUI),PREBUD,BUI,AVI,TRAN,TRAN
13.85,11.25,EMPL,AL,2023/2220(BUI),PREBUD,BUI,AVI,EMPL,EMPL
3.44,2.91,ITRE,AL,2023/2220(BUI),PREBUD,BUI,AVI,ITRE,ITRE
14.51,12.14,BUDG,PR,2023/2220(BUI),PREBUD,BUI,MAIN,BUDG,BUDG
2.19,1.88,AGRI,AL,2023/2220(BUI),PREBUD,BUI,AVI,AGRI,AGRI
3.2,2.78,CULT,AL,2023/2220(BUI),PREBUD,BUI,AVI,CULT,CULT
6.34,3.46,BUDG,PR,2023/2221(BUI),ER,BUI,MAIN,BUDG,BUDG
23.25,10.23,BUDG,AM,2023/2221(BUI),ER,BUI,MAIN,BUDG,BUDG
116.2,30.11,DG1-DEPOT,RR,2023/2221(BUI),ER,BUI,MAIN,BUDG,BUDG
19.33,12.38,DG1,RE,2023/2993(RSP),RESC,RSP,MAIN,ENVI,ENVI
16.29,11.08,DG1,RE,2023/2995(RSP),RESC,RSP,MAIN,ENVI,ENVI
2.66,2.3,DG1,RE,2024/2606(DEA),DEAEX,DEA,MAIN,LIBE,LIBE
71.35,31.99,JURI,PR,2022/0115(COD),LEG,COD,MAIN,JURI,JURI
89.51,35.48,INTA,AM,2022/0115(COD),LEG,COD,AVI,INTA,INTA
62.66,26.72,IMCO,PA,2022/0115(COD),LEG,COD,AVI,IMCO,IMCO
93.15,25.08,IMCO,AD,2022/0115(COD),LEG,COD,AVI,IMCO,IMCO
136.27,48.96,IMCO,AM,2022/0115(COD),LEG,COD,AVI,IMCO,IMCO
146.85,54.86,JURI,AM,2022/0115(COD),LEG,COD,MAIN,JURI,JURI
67.96,27.6,JURI,AM,2022/0115(COD),LEG,COD,MAIN,JURI,JURI
34.89,11.63,INTA,AD,2022/0115(COD),LEG,COD,AVI,INTA,INTA
107.35,33.33,DG1-DEPOT,RR,2022/0115(COD),LEG,COD,MAIN,JURI,JURI
12.29,8.41,DG1-DEPOT,RR,2022/0118(COD),LEG,COD,MAIN,PECH,PECH
14.43,10.65,PECH,PR,2022/0118(COD),LEG,COD,MAIN,PECH,PECH
4.41,3.21,IMCO,AD,2022/0212(BUD),BUD,BUD,AVI,IMCO,IMCO
26.94,14.82,ENVI,AM,2022/0212(BUD),BUD,BUD,AVI,ENVI,ENVI
1.62,1.38,DEVE,PA,2022/0212(BUD),BUD,BUD,AVI,DEVE,DEVE
11.4,5.88,ENVI,AD,2022/0212(BUD),BUD,BUD,AVI,ENVI,ENVI
1.38,1.12,ECON,PA,2022/0212(BUD),BUD,BUD,AVI,ECON,ECON
22.33,12.27,FEMM,AM,2022/0212(BUD),BUD,BUD,AVI,FEMM,FEMM
21.29,9.0,PECH,AM,2022/0212(BUD),BUD,BUD,AVI,PECH,PECH
0.27,0.11,BUDE,DV,2022/0212(BUD),BUD,BUD,MAIN,BUDE,BUDE
59.31,30.53,EMPL,AM,2022/0212(BUD),BUD,BUD,AVI,EMPL,EMPL
59.32,18.98,EMPL,AM,2022/0212(BUD),BUD,BUD,AVI,EMPL,EMPL
2.69,2.18,ENVI,PA,2022/0212(BUD),BUD,BUD,AVI,ENVI,ENVI
0.57,0.43,BUDE,DV,2022/0212(BUD),BUD,BUD,MAIN,BUDE,BUDE
7.62,5.83,DEVE,AD,2022/0212(BUD),BUD,BUD,AVI,DEVE,DEVE
1.87,1.55,AFCO,PA,2022/0212(BUD),BUD,BUD,AVI,AFCO,AFCO
1.47,1.08,AGRI,PA,2022/0212(BUD),BUD,BUD,AVI,AGRI,AGRI
10.19,7.11,TRAN,AD,2022/0212(BUD),BUD,BUD,AVI,TRAN,TRAN
4.58,3.16,ITRE,AD,2022/0212(BUD),BUD,BUD,AVI,ITRE,ITRE
26.99,17.02,TRAN,AM,2022/0212(BUD),BUD,BUD,AVI,TRAN,TRAN
33.54,20.1,AFET,AM,2022/0212(BUD),BUD,BUD,AVI,AFET,AFET
150.97,63.52,DG1-DEPOT,RR,2022/0212(BUD),BUD,BUD,MAIN,BUDG,BUDG
0.66,0.3,BUDG,AB,2022/0212(BUD),BUD,BUD,MAIN,BUDG,BUDG
0.63,0.26,BUDG,AB,2022/0212(BUD),BUD,BUD,MAIN,BUDG,BUDG
0.66,0.19,BUDG,AB,2022/0212(BUD),BUD,BUD,MAIN,BUDG,BUDG
15.82,8.73,DEVE,AM,2022/0212(BUD),BUD,BUD,AVI,DEVE,DEVE
8.77,6.94,BUDG,AB,2022/0212(BUD),BUD,BUD,MAIN,BUDG,BUDG
11.13,8.68,BUDG,AB,2022/0212(BUD),BUD,BUD,MAIN,BUDG,BUDG
10.65,9.04,BUDG,AB,2022/0212(BUD),BUD,BUD,MAIN,BUDG,BUDG
8.77,6.92,BUDG,AB,2022/0212(BUD),BUD,BUD,MAIN,BUDG,BUDG
22.46,13.64,ECON,AM,2022/0212(BUD),BUD,BUD,AVI,ECON,ECON
20.03,11.9,AGRI,AM,2022/0212(BUD),BUD,BUD,AVI,AGRI,AGRI
0.85,0.3,BUDG,AB,2022/0212(BUD),BUD,BUD,MAIN,BUDG,BUDG
7.47,3.52,PECH,AD,2022/0212(BUD),BUD,BUD,AVI,PECH,PECH
24.72,11.43,DG1-DEPOT,RR,2022/0212(BUD),BUD,BUD,MAIN,BUDE,BUDE
8.84,5.38,AFET,AD,2022/0212(BUD),BUD,BUD,AVI,AFET,AFET
0.47,0.12,BUDG,AB,2022/0212(BUD),BUD,BUD,MAIN,BUDG,BUDG
0.05,0.05,BUDG,AB,2022/0212(BUD),BUD,BUD,MAIN,BUDG,BUDG
0.96,0.27,BUDG,AB,2022/0212(BUD),BUD,BUD,MAIN,BUDG,BUDG
0.05,0.05,BUDG,DV,2022/0212(BUD),BUD,BUD,MAIN,BUDG,BUDG
1.24,0.66,BUDG,AB,2022/0212(BUD),BUD,BUD,MAIN,BUDG,BUDG
2.95,1.63,BUDG,AB,2022/0212(BUD),BUD,BUD,MAIN,BUDG,BUDG
1.59,0.44,BUDG,AB,2022/0212(BUD),BUD,BUD,MAIN,BUDG,BUDG
4.53,3.74,BUDG,AB,2022/0212(BUD),BUD,BUD,MAIN,BUDG,BUDG
31.51,30.83,BUDG,AB,2022/0212(BUD),BUD,BUD,MAIN,BUDG,BUDG
0.26,0.26,BUDG,AB,2022/0212(BUD),BUD,BUD,MAIN,BUDG,BUDG
23.07,11.08,CULT,AM,2022/0212(BUD),BUD,BUD,AVI,CULT,CULT
6.01,4.66,CULT,AD,2022/0212(BUD),BUD,BUD,AVI,CULT,CULT
5.52,4.4,BUDG,AB,2022/0212(BUD),BUD,BUD,MAIN,BUDG,BUDG
2.1,1.54,IMCO,PA,2022/0212(BUD),BUD,BUD,AVI,IMCO,IMCO
3.99,2.66,PECH,PA,2022/0212(BUD),BUD,BUD,AVI,PECH,PECH
1.79,1.66,BUDE,DV,2022/0212(BUD),BUD,BUD,MAIN,BUDE,BUDE
2.97,2.23,BUDE,DV,2022/0212(BUD),BUD,BUD,MAIN,BUDE,BUDE
8.95,3.93,AFCO,AM,2022/0212(BUD),BUD,BUD,AVI,AFCO,AFCO
6.48,5.6,ECON,AD,2022/0212(BUD),BUD,BUD,AVI,ECON,ECON
2.26,1.82,TRAN,PA,2022/0212(BUD),BUD,BUD,AVI,TRAN,TRAN
1.37,1.11,ITRE,PA,2022/0212(BUD),BUD,BUD,AVI,ITRE,ITRE
5.84,2.85,CONT,AL,2022/0212(BUD),BUD,BUD,AVI,CONT,CONT
8.3,5.41,FEMM,AD,2022/0212(BUD),BUD,BUD,AVI,FEMM,FEMM
1.81,1.37,FEMM,PA,2022/0212(BUD),BUD,BUD,AVI,FEMM,FEMM
20.28,13.26,EMPL,AD,2022/0212(BUD),BUD,BUD,AVI,EMPL,EMPL
1.57,1.39,BUDG,AB,2022/0212(BUD),BUD,BUD,MAIN,BUDG,BUDG
6.99,3.39,BUDG,AB,2022/0212(BUD),BUD,BUD,MAIN,BUDG,BUDG
9.13,5.09,AGRI,AD,2022/0212(BUD),BUD,BUD,AVI,AGRI,AGRI
121.71,50.57,BUDG,AM,2022/0212(BUD),BUD,BUD,MAIN,BUDG,BUDG
2.06,1.8,CULT,PA,2022/0212(BUD),BUD,BUD,AVI,CULT,CULT
4.04,2.24,AFCO,AD,2022/0212(BUD),BUD,BUD,AVI,AFCO,AFCO
10.8,7.19,ITRE,AM,2022/0212(BUD),BUD,BUD,AVI,ITRE,ITRE
22.89,19.29,BUDG,PR,2022/0212(BUD),BUD,BUD,MAIN,BUDG,BUDG
0.46,0.13,BUDG,AB,2022/0212(BUD),BUD,BUD,MAIN,BUDG,BUDG
47.48,29.5,AFCO,AM,2022/2137(INI),INIT,INI,MAIN,AFCO,AFCO
16.27,15.12,AFCO,PR,2022/2137(INI),INIT,INI,MAIN,AFCO,AFCO
36.59,21.45,DG1-DEPOT,RR,2022/2137(INI),INIT,INI,MAIN,AFCO,AFCO
96.29,46.04,FEMM,AM,2022/2138(INI),INIT,INI,MAIN,FEMM,FEMM
5.89,4.57,FEMM,PR,2022/2138(INI),INIT,INI,MAIN,FEMM,FEMM
29.43,21.56,DG1-DEPOT,RR,2022/2138(INI),INIT,INI,MAIN,FEMM,FEMM
124.1,69.3,FEMM,AM,2022/2139(INI),INIT,INI,MAIN,FEMM,FEMM
1.48,1.0,FEMM,AM,2022/2139(INI),INIT,INI,MAIN,FEMM,FEMM
9.66,8.85,FEMM,PR,2022/2139(INI),INIT,INI,MAIN,FEMM,FEMM
