"ID","DOC_TYPE","PROC_TYPE","DOSSIER_TYPE","GROSS_SPA","NET_SPA"
1227883,"AD","COD","JURI",11.31,4.1
1226706,"AM","COD","ENVI",73.05,36.33
1236818,"PF","COD","ENVI",12.25,7.5
1218743,"PA","INI","LIBE",1.62,1.13
1217505,"PA","INI","TRAN",1.55,1.09
1219408,"PA","INI","JURI",3.36,2.24
1217406,"PA","INI","ITRE",1.59,1.26
1224810,"AD","INI","LIBE",4.79,2.81
1227538,"AD","INI","FEMM",8.74,5.91
1225252,"AD","INI","JURI",8.66,7.39
1226620,"AD","INI","ITRE",19.46,16.32
1218771,"PA","INI","EMPL",2.62,2.11
1221889,"AM","INI","EMPL",65.55,34
1226570,"AD","INI","EMPL",16.56,12.79
1226033,"AD","INI","INTA",8.04,5.72
1218039,"PA","INI","CULT",1.65,1.07
1220162,"PR","INI","IMCO",16.68,12.96
1221985,"PA","INI","FEMM",1.46,1.12
1225410,"AD","INI","TRAN",15.97,11.44
1220771,"AM","INI","LIBE",7.08,3.4
1220827,"AM","INI","JURI",33.91,17.16
1220385,"AM","INI","ITRE",65.39,42.74
1221056,"AM","INI","IMCO",83.1,38.15
1220392,"AM","INI","TRAN",34.58,20.34
1220710,"AM","INI","AGRI",39.79,24.83
1224428,"AM","INI","AGRI",39.3,9.23
1218511,"PA","INI","INTA",1.61,1.23
1230139,"RR","INI","IMCO",150.46,53.13
1226311,"AD","INI","CULT",8.63,6.43
1224366,"AM","INI","FEMM",24.52,13.8
1223615,"AM","INI","INTA",29.71,16.7
1224613,"AD","INI","AGRI",14.33,9.69
1223748,"AM","INI","CULT",28.65,15.44
1216841,"PR","INI","FEMM",18.54,5.08
1217874,"PA","INI","DEVE",1.83,1.41
1217875,"AM","INI","DEVE",42.61,23.57
1232156,"RR","INI","FEMM",61.65,33.68
1233997,"RR","INI","FEMM",61.65,19.98
1220585,"AM","INI","FEMM",67.93,40.43
1220373,"AM","INI","FEMM",106.11,56.74
1222294,"AD","INI","DEVE",10.8,7.15
1242681,"PR","COD","JURI",2.99,1.16
1244329,"PR","COD","JURI",2.86,0.88
1252192,"PR","COD","JURI",4.63,1.18
1245877,"PR","COD","JURI",4.61,1.98
1253138,"RR","COD","JURI",5.5,1.87
1238230,"NT","NLE","LIBE",1.73,0.57
1236501,"AM","NLE","LIBE",1.27,0.67
1238291,"RR","NLE","LIBE",3.49,2.03
1234501,"PR","NLE","LIBE",6.52,4.76
1233566,"AM","COD","LIBE",71.56,29.26
1227000,"PR","COD","LIBE",30.22,15.32
1241322,"RR","COD","LIBE",32.45,15.24
1230318,"PR","INI","CULT",9.21,7.93
1233687,"AM","INI","CULT",91.24,53.5
1241148,"RR","INI","CULT",28.37,18.7
1223908,"PA","INI","AFCO",1.98,1.64
1227865,"AM","INI","JURI",49.19,26.08
1223368,"PA","INI","IMCO",1.39,1.09
1228620,"AD","INI","AFCO",7.15,4.95
1233207,"RR","INI","JURI",34.77,16.86
1227344,"AD","INI","IMCO",7.16,6.31
1225720,"AM","INI","AFCO",15.86,8.55
1224606,"AM","INI","IMCO",24.56,14.46
1222585,"PR","INI","JURI",6.29,4.96
1240494,"AM","INI","ECON",62.15,29.82
1220583,"PR","INI","ECON",21.72,17.69
1245483,"NT","INI","ECON",1.62,1.54
1246017,"RR","INI","ECON",36.62,21.03
1230081,"RR","BUI","BUDG",84.4,26.85
1226760,"AM","BUI","BUDG",72.77,38.71
1225547,"PR","BUI","BUDG",9.51,7.31
1223901,"AM","BUI","ITRE",27.51,16.31
1225215,"AD","BUI","ITRE",8.9,7.48
1221958,"PR","BUI","BUDG",7.45,6.56
1226130,"AL","BUI","LIBE",12.87,7.33
1222950,"PA","BUI","TRAN",4.01,3.51
1222852,"PA","BUI","AGRI",1.62,0.74
1224268,"AM","BUI","TRAN",40.91,21.88
1225047,"AL","BUI","DEVE",1.9,1.68
1225743,"AD","BUI","AGRI",9.67,6.83
1221939,"AL","BUI","ENVI",4.7,4.22
1227120,"RR","BUI","BUDG",142.11,54.38
1222515,"PA","BUI","CULT",1.45,1.17
1221586,"PA","BUI","ITRE",1.47,1.17
1224863,"AL","BUI","IMCO",3.19,2.6
1225347,"AL","BUI","AFET",3.42,2.46
1224379,"AM","BUI","AGRI",23.16,13.51
1224066,"AM","BUI","EMPL",69.05,35.82
1226205,"AD","BUI","EMPL",39.35,14.44
1226025,"AL","BUI","REGI",1.92,1.66
1224345,"AL","BUI","AFCO",2.76,2.15
1224221,"AL","BUI","FEMM",2.78,2.58
1225772,"AM","BUI","BUDG",201.82,89.25
1223757,"AM","BUI","CULT",19.62,13.88
1225524,"AD","BUI","TRAN",10.77,7.37
1225096,"AD","BUI","CULT",7.91,5.06
1226012,"AL","BUI","CONT",5.65,4.63
1220518,"PA","APP","FEMM",2.11,1.67
1220842,"PR","APP","LIBE",5.71,4.72
1223767,"AD","APP","FEMM",6.83,5.04
1222699,"AM","APP","LIBE",45.67,22.16
1227761,"RR","APP","LIBE",17.07,9.08
1224166,"PR","INI","AIDA",59.43,56.78
1253670,"RR","INI","AIDA",109.2,82.69
1245945,"AM","INI","AIDA",152.63,67.91
1245944,"AM","INI","AIDA",138.6,61.82
1245946,"AM","INI","AIDA",158.15,67.38
1245947,"AM","INI","AIDA",156.97,72.74
1245948,"AM","INI","AIDA",151.71,67.63
1216817,"DT","INI","BECA",11.82,11.66
1229994,"CM","INI","BECA",36.78,31.22
1239353,"AM","INI","BECA",177.27,77.1
1239642,"AM","INI","BECA",173.29,80.07
1239351,"AM","INI","BECA",171.77,75.99
1233400,"PR","INI","BECA",38.98,35.07
1240745,"AM","INI","BECA",226.38,86.77
1238997,"AM","INI","BECA",129.69,63.02
1248602,"RR","INI","BECA",107.21,70.81
1247942,"NT","INI","BECA",2.62,2.52
1241458,"PR","INI","INGE",53.58,51.23
1232460,"DT","INI","INGE",26.23,25.67
1220809,"DT","INI","INGE",13.64,13.25
1226088,"DT","INI","INGE",12.13,11.31
1229750,"DT","INI","INGE",12.32,3.68
1231331,"DT","INI","INGE",19.26,18.75
1244373,"AM","INI","INGE",147.19,66.66
1243731,"AM","INI","INGE",175.69,80.62
1243130,"AM","INI","INGE",123.41,58.76
1243819,"AM","INI","INGE",98.74,43.52
1249030,"RR","INI","INGE",111.83,76.37
1236683,"AM","INI","ANIT",110.46,55.77
1236682,"AM","INI","ANIT",120.22,60.35
1245677,"RR","INI","ANIT",70.7,52.87
1246303,"NT","INI","ANIT",3.5,3.16
1233582,"AM","COD","LIBE",1.5,0.65
1227809,"PA","COD","BUDG",12.04,6.47
1232964,"AD","COD","BUDG",25.09,8.14
1229221,"AM","COD","BUDG",25.33,9.13
1226996,"PR","COD","LIBE",92.7,46.96
1241384,"RR","COD","LIBE",124.7,56.05
1233579,"AM","COD","LIBE",250.09,104.35
1220873,"RR","BUD","BUDG",31.09,18.22
1234205,"AD","COD","REGI",90.91,27.09
1240105,"RR","COD","ITRE",380.18,116.55
1234717,"AD","COD","ENVI",81.28,35.66
1227584,"PA","COD","REGI",29.91,16.47
1230371,"AM","COD","REGI",201.24,81.05
1227786,"AM","COD","TRAN",2.15,1.14
1227828,"PR","COD","ITRE",69.84,38.77
1226696,"PA","COD","ENVI",126.38,69.31
1229512,"AM","COD","TRAN",147.18,57.62
1226193,"PA","COD","TRAN",25.91,15.73
1230651,"AM","COD","ENVI",201.76,80.26
1230650,"AM","COD","ENVI",339,117.04
1229551,"AM","COD","ITRE",172.56,76.32
1229550,"AM","COD","ITRE",169.86,66.29
1229228,"AM","COD","ITRE",198.54,72.98
1233659,"AD","COD","TRAN",66.46,25.27
1247641,"PF","COD","ITRE",134.37,89.28
1236825,"AM","COD","JURI",161.65,59.13
1237016,"AM","COD","JURI",152.54,67.22
1234313,"AM","COD","ITRE",206.37,74.67
1239414,"AD","COD","TRAN",68.16,19.7
1240050,"AD","COD","JURI",199.86,67.86
1234517,"PA","COD","ECON",60.66,28.09
1236481,"AM","COD","FEMM",122.9,53.91
1235637,"AM","COD","IMCO",199.67,65.42
1235638,"AM","COD","IMCO",154.28,58.59
1238658,"AM","COD","ECON",192.45,56.15
1238660,"AM","COD","ECON",137.57,46.74
1241288,"AD","COD","ECON",120,37.28
1232772,"PA","COD","ITRE",44.64,20.15
1232458,"PA","COD","LIBE",86.1,46.49
1234732,"PA","COD","JURI",53.2,29.05
1233797,"AM","COD","LIBE",428.58,163.96
1233224,"PA","COD","FEMM",23.38,10.74
1235559,"PA","COD","FEMM",23.24,5.13
1232421,"PR","COD","IMCO",134.04,71.1
1232808,"AM","COD","TRAN",153.57,62.92
1234906,"AM","COD","ITRE",137.13,68.86
1228411,"PA","COD","TRAN",11.25,6.81
1234566,"PA","COD","CULT",95.15,45.81
1234907,"AM","COD","ITRE",59.06,28.96
1238219,"AD","COD","LIBE",136.93,51.17
1236823,"AM","COD","JURI",246.02,80.88
1236861,"AM","COD","JURI",107.53,41.2
1235592,"AM","COD","IMCO",224.08,81.3
1240792,"AD","COD","FEMM",69.75,25.64
1235640,"AM","COD","IMCO",133.12,61.73
1235639,"AM","COD","IMCO",129.08,60.6
1235644,"AM","COD","IMCO",136.61,57.17
1235643,"AM","COD","IMCO",130.66,63.81
1235642,"AM","COD","IMCO",131.63,63.36
1235645,"AM","COD","IMCO",56.65,20.57
1239211,"AD","COD","ITRE",134.85,47.71
1238892,"AD","COD","CULT",130.65,45.56
1236795,"AM","COD","CULT",123.48,51.86
1236794,"AM","COD","CULT",129.33,45.2
1246056,"RR","COD","IMCO",259.16,106.77
1239509,"AD","COD","ECON",134.66,48.87
1235316,"AM","COD","JURI",114.12,36.37
1235506,"AM","COD","JURI",106.12,44.36
1242743,"AD","COD","JURI",121.8,28.09
1237179,"AD","COD","TRAN",55.35,16.05
1238080,"AM","COD","ITRE",226.97,67.64
1238749,"AM","COD","ITRE",123.12,47.09
1238750,"AM","COD","ITRE",91.29,30.61
1234325,"PA","COD","ITRE",49.8,22.98
1238608,"AM","COD","ECON",220.33,61.97
1238609,"AM","COD","ECON",114.61,43.56
1244073,"AD","COD","ITRE",144.09,32.42
1241028,"AD","COD","ITRE",144.1,51
1230730,"PA","COD","TRAN",21.28,7.1
1232863,"AM","COD","TRAN",100,40.9
1231257,"PR","COD","IMCO",81.7,35.81
1232690,"PA","COD","CULT",44.67,21.71
1233273,"PA","COD","JURI",54.13,25.89
1237090,"AM","COD","LIBE",112.64,43.39
1235835,"AM","COD","IMCO",168.33,63.97
1235546,"AM","COD","IMCO",221.93,77.46
1235836,"AM","COD","IMCO",150.02,73.59
1235837,"AM","COD","IMCO",164.75,68.02
1234515,"PA","COD","ECON",72.43,37.71
1240172,"AD","COD","CULT",81.66,25.2
1241066,"AD","COD","LIBE",54.81,17.95
1235277,"AM","COD","CULT",113.13,43.71
1244624,"NT","COD","IMCO",2.36,2.03
1238611,"AM","COD","ECON",113.56,38
1244436,"RR","COD","IMCO",139.61,53.59
1234577,"PA","COD","LIBE",25.38,10.7
1222554,"PF","COD","TRAN",15.81,12.61
1241337,"RR","COD","LIBE",217.2,59.77
1234619,"AM","COD","AFET",39.32,15.91
1234666,"AM","COD","AFET",0.6,0.35
1235295,"AD","COD","ITRE",27.93,9.79
1232649,"AM","COD","TRAN",2.36,1.37
1227885,"PA","COD","IMCO",53.05,27.13
1231730,"PA","COD","AFET",10.06,4.1
1231247,"AM","COD","IMCO",55.8,21.15
1230507,"PA","COD","ITRE",12.74,6.69
1232647,"AM","COD","TRAN",75.34,27.56
1227543,"PR","COD","LIBE",29.55,11.86
1232572,"AM","COD","ITRE",46.74,19.33
1230406,"PA","COD","TRAN",11.84,6.57
1234326,"AM","COD","LIBE",124.16,43.36
1236440,"AD","COD","TRAN",33.43,13.19
1239824,"AD","COD","AFET",27.19,10.03
1237166,"AD","COD","IMCO",66.89,21.96
1236517,"AD","COD","IMCO",66.46,20.8
1136672,"RR","INI","LIBE",42.86,22.03
1131519,"AM","INI","LIBE",77.45,49.1
1136660,"DV","INI","LIBE",1.16,1.01
1130804,"AD","INI","FEMM",9.24,6.63
1129720,"PR","INI","LIBE",16.62,14.77
1133633,"AD","INI","REGI",8.84,6.53
1134664,"AD","INI","EMPL",16.32,10.23
1137833,"AM","INI","ECON",5.52,2.63
1137441,"RR","INI","ECON",56.3,26.06
1131140,"AM","INI","REGI",35.14,19.02
1130773,"AM","INI","EMPL",38.08,23.83
1128988,"PA","INI","REGI",2.19,2.02
1127167,"PR","INI","ECON",10.81,9.3
1129024,"PA","INI","EMPL",1.43,1.15
1129143,"AM","INI","ECON",139.55,114.93
1069944,"PF","COD","ECON",85.75,65.12
1136107,"PR","INI","BUDG",13.03,10.73
1134718,"PA","INI","REGI",1.4,1.18
1133381,"PA","INI","ECON",1.77,1.5
1137802,"AM","INI","REGI",32.19,16.35
1144671,"RR","INI","BUDG",44.37,36.47
1136998,"AM","INI","ECON",31.51,16.84
1138576,"AM","INI","BUDG",61.24,27.78
1139911,"AD","INI","ECON",10.12,7.62
1138580,"AD","INI","REGI",5.33,4.37
1145221,"AM","INI","BUDG",2.51,2
1145251,"AM","INI","BUDG",0.66,0.53
1171537,"NR","INI","ECON",1.13,1
1133898,"AM","RSP","ENVI",3.12,2.68
1133897,"AM","RSP","ENVI",2.16,1.22
1133080,"NT","RSP","ENVI",1.44,1.15
1128601,"QO","RSP","ENVI",1.41,1.33
1131763,"PR","NLE","JURI",3.8,1.21
1140179,"RR","NLE","JURI",4.8,1.75
1135026,"PA","INI","ENVI",1.72,1.47
1135653,"PR","INI","AGRI",13.31,12.13
1149642,"RR","INI","AGRI",33.15,17.06
1141423,"AD","INI","ENVI",9.21,6.18
1138379,"AM","INI","ENVI",37.59,23.48
1149502,"NT","INI","AGRI",1.52,1.32
1139604,"AM","INI","AGRI",104.48,74.62
1131761,"PR","NLE","JURI",4,1.27
1140184,"RR","NLE","JURI",4.99,1.78
1132420,"PR","CNS","LIBE",2.05,0.94
1139284,"PR","DEC","CONT",9.58,6.52
1139939,"AM","DEC","EMPL",2.09,1
1146780,"AM","DEC","CONT",7.5,3.03
1149316,"RR","DEC","CONT",14.11,4.78
1143424,"AD","DEC","EMPL",3.17,2.42
1136314,"PA","DEC","EMPL",1.45,1.09
1133463,"RR","BUD","BUDG",7.99,2.78
1131226,"AM","BUD","BUDG",0.64,0.46
1131494,"LT","BUD","REGI",1.27,1.16
1130148,"PR","BUD","BUDG",5.61,3.6
1144163,"NT","BUD","BUDG",1.08,0.55
1145286,"AM","BUD","BUDG",9.41,4.05
1144012,"LT","BUD","EMPL",2.86,2.33
1146739,"RR","BUD","BUDG",16.39,5.75
1143743,"LT","BUD","REGI",1.11,0.93
1144357,"QO","RSP","DEVE",1.59,1.48
1135685,"PR","NLE","CONT",4.56,3.66
1138311,"RR","NLE","CONT",5.03,1.95
1135690,"PR","NLE","CONT",8.58,5.43
1138307,"RR","NLE","CONT",9.09,6.09
1137303,"PR","BUD","BUDG",4.55,3.58
1140492,"RR","BUD","BUDG",5.45,2.71
1140570,"AM","BUD","BUDG",2.07,1.01
1138934,"NR","BUD","BUDG",1.19,1.02
1138907,"NT","","JURI",2.18,1.31
1138902,"NT","","JURI",2.18,1.31
1140859,"PR","NLE","CONT",18.97,15.76
1143374,"RR","NLE","CONT",19.39,4.25
1141627,"AM","RPS","ENVI",2.02,1.54
1141550,"RR","NLE","ECON",2.33,1.79
1147042,"AD","INI","CULT",7.55,6.39
1147834,"AM","INI","EMPL",1.26,0.76
1147857,"AM","INI","EMPL",6.53,4.61
1146997,"NR","INI","EMPL",1.17,0.96
1143784,"AM","INI","EMPL",101.37,80.15
1140629,"PR","INI","EMPL",10.73,8.23
1150655,"AM","DEC","CONT",1.9,1.03
1150776,"AM","DEC","CONT",0.61,0.23
1135949,"PR","DEC","CONT",5.88,4.16
1147082,"AM","DEC","CONT",21.02,9.64
1149469,"RR","DEC","CONT",10.05,5.52
1140352,"PA","DEC","LIBE",1.6,1.3
1139308,"PR","DEC","CONT",11.23,8.21
1146180,"AD","DEC","LIBE",3.69,2.14
1146719,"AM","DEC","CONT",7.92,2.93
1149470,"RR","DEC","CONT",16.05,6.48
1150714,"AM","DEC","CONT",1.62,0.65
1143844,"AM","DEC","LIBE",4.36,3.46
1139251,"PR","DEC","CONT",8.79,5.69
1146798,"AM","DEC","CONT",2.05,1.11
1149272,"RR","DEC","CONT",9.63,2.83
1139250,"PR","DEC","CONT",9.18,6.14
1146801,"AM","DEC","CONT",3.77,1.52
1149277,"RR","DEC","CONT",9.9,2.89
1145646,"AD","DEC","TRAN",5.93,2.4
1142859,"AM","DEC","TRAN",6.69,5.6
1138062,"PA","DEC","TRAN",3.96,3.52
1139248,"PR","DEC","CONT",10.03,6.76
1149303,"RR","DEC","CONT",19.48,6.34
1146803,"AM","DEC","CONT",1.25,0.48
1144805,"RE","DEA","ITRE",3.48,2.58
1134450,"PA","INI","INTA",1.73,1.49
1137318,"PR","INI","ECON",6.03,4.87
1133928,"PA","INI","AGRI",1.71,1.22
1137995,"AM","INI","INTA",10.88,5.36
1147355,"RR","INI","ECON",58.04,24.73
1139634,"AD","INI","IMCO",7.71,5.49
1140417,"AM","INI","ECON",92.15,52.4
1140862,"AD","INI","AGRI",11.89,8.87
1137305,"AM","INI","AGRI",29.72,18.98
1149492,"NT","INI","ECON",1.35,1.15
1139757,"AD","INI","INTA",4.63,3.09
1136202,"AM","INI","IMCO",21.81,13.22
1148868,"NR","INI","ECON",1.19,1.05
1150670,"AM","INI","ECON",0.71,0.59
1203183,"PR","NLE","ITRE",1.27,0.66
1204164,"RR","NLE","ITRE",1.49,0.62
1211009,"PR","INI","IMCO",16.47,13.78
1214945,"AM","INI","IMCO",49.64,25.13
1224685,"NT","INI","IMCO",1.26,1.15
1223872,"RR","INI","IMCO",25.51,14.17
1213518,"QO","RSP","INTA",1.3,1.22
1218649,"AM","INI","LIBE",59.77,29.7
1216586,"PR","INI","LIBE",12.82,11.15
1222862,"RR","INI","LIBE",24.8,15.47
1222392,"NR","INI","LIBE",1.41,0.84
1209230,"RR","INI","LIBE",10.76,6.75
1206100,"AM","INI","LIBE",35.74,32.29
1202229,"PR","INI","LIBE",6.25,4.24
1214720,"AM","INI","PETI",58.12,23.81
1197378,"PR","INI","PETI",30.02,24.88
1219027,"RR","INI","PETI",40.43,17.33
1218616,"NT","INI","PETI",2,0.79
1214911,"RR","COD","INTA",11.56,4.56
1212617,"AM","COD","INTA",3.97,2.26
1208020,"PR","COD","INTA",6.3,4.5
1209905,"PR","COD","INTA",6.49,3.39
1204394,"PR","BUD","BUDG",9.49,6.88
1205154,"AM","BUD","BUDG",0.91,0.91
1206402,"RR","BUD","BUDG",12.1,4.36
1204334,"AL","BUD","REGI",1.25,1.09
1213614,"PR","INI","EMPL",14.13,11.93
1219102,"RR","INI","EMPL",75.97,40.29
1214248,"AM","INI","FEMM",33.01,18.98
1216911,"AD","INI","CULT",7.3,6.15
1217134,"AD","INI","FEMM",15.47,10.68
1206821,"AM","INI","CULT",21.03,19.93
1212792,"PA","INI","FEMM",1.75,1.4
1216518,"AM","INI","EMPL",90.75,44.32
1215162,"AM","INI","EMPL",124.29,58.87
1204872,"PA","INI","CULT",1.37,1
1207130,"AM","INI","IMCO",55.38,32.27
1215012,"AL","INI","PECH",6.16,5.45
1205398,"PA","INI","ENVI",1.9,1.24
1206624,"PA","INI","EMPL",2.65,2.28
1208890,"AM","INI","ITRE",170.33,92.18
1208037,"AD","INI","EMPL",15.8,13.66
1211701,"AD","INI","IMCO",10.7,8.55
1208892,"AM","INI","ITRE",64.05,36.82
1208889,"AM","INI","ITRE",157.37,88.27
1208312,"AM","INI","JURI",26.45,17.23
1208654,"AD","INI","INTA",8.9,7.29
1214002,"AD","INI","JURI",9.55,6.81
1207099,"AM","INI","EMPL",68.69,38.41
1212963,"AD","INI","ENVI",21.23,14.71
1216571,"RR","INI","ITRE",136.08,67.39
1212696,"AD","INI","REGI",7.07,6.19
1207478,"AM","INI","REGI",44.41,42.11
1209274,"AM","INI","ENVI",83.78,63.71
1205498,"PA","INI","IMCO",2.42,2.14
1204655,"PR","INI","ITRE",15.53,12.96
1205265,"PA","INI","INTA",1.49,0.41
1205371,"PA","INI","REGI",1.59,1.23
1206314,"AM","INI","INTA",36.54,32.86
1205841,"PA","INI","JURI",1.57,1.24
1210910,"PR","COD","BUDG",37.83,18.41
1209674,"PA","COD","ITRE",19.35,10.21
1211936,"AD","COD","ITRE",28.57,13.9
1209830,"AM","COD","ENVI",53.96,25.53
1212370,"AD","COD","ENVI",15.73,5.95
1211825,"AM","COD","BUDG",124.45,55.51
1210357,"AM","COD","ITRE",74.73,33.63
1225652,"PR","NLE","INTA",2.72,0.91
1232996,"RR","NLE","INTA",4.29,1.79
1227235,"NR","NLE","INTA",1.68,1.03
1227237,"NR","NLE","INTA",1.95,1.19
1227426,"PR","NLE","INTA",2.82,0.93
1225618,"PR","NLE","INTA",2.85,1.57
1243214,"PR","COD","LIBE",10.61,4.9
1247122,"AM","COD","LIBE",14.23,4.9
1297079,"PF","COD","LIBE",13.06,7.77
1276749,"RR","COD","LIBE",17.54,8.06
1300171,"AL","COD","JURI",14.18,8.15
1227503,"PF","COD","LIBE",12.83,7.79
1227690,"PR","COD","LIBE",15.48,9.13
1228075,"RR","COD","LIBE",17.28,10.5
1241218,"AM","COD","EMPL",168.11,72.87
1233568,"PR","COD","EMPL",86.77,44.4
1241194,"AM","COD","EMPL",234.06,86.13
1241226,"AM","COD","EMPL",163.21,67.26
1252426,"RR","COD","EMPL",98.8,45
1122878,"AM","INI","AFET",105.58,51.8
1125557,"AM","INI","AFET",105.58,55.66
1127924,"RR","INI","AFET",22.7,13.23
1119964,"PR","INI","AFET",8.02,5.15
1139312,"PR","DEC","CONT",10.06,6.83
1139281,"PA","DEC","CULT",1.57,1.39
1146717,"AM","DEC","CONT",4.85,1.78
1141655,"AM","DEC","CULT",2.79,1.41
1149562,"RR","DEC","CONT",13.91,4.35
1142960,"AD","DEC","CULT",2.42,2.06
1140346,"PA","DEC","LIBE",1.76,1.48
1139288,"PR","DEC","CONT",9.64,6.77
1145051,"AD","DEC","LIBE",3.36,2.36
1146784,"AM","DEC","CONT",8.07,2.58
1149590,"RR","DEC","CONT",14.75,6.08
1143827,"AM","DEC","LIBE",5.17,4.25
1134029,"AM","RSP","CULT",0.58,0.43
1139268,"PR","CNS","ECON",14.26,5.89
1141585,"AM","CNS","ECON",70.85,28.72
1146561,"AM","CNS","ECON",4.38,2.93
1146550,"AM","CNS","ECON",4.79,2.61
1144756,"RR","CNS","ECON",26.45,11.54
1146193,"NT","CNS","ECON",1.51,1.27
1130544,"AM","INI","IMCO",14.47,8.02
1133168,"PA","INI","ITRE",1.48,1.25
1132751,"PA","INI","LIBE",1.92,1.61
1136637,"AD","INI","IMCO",5.11,3.2
1128896,"DT","INI","INTA",7.25,7.06
1136807,"AM","INI","LIBE",16.81,10.81
1131551,"PA","INI","IMCO",1.65,0.53
1128895,"PA","INI","IMCO",1.62,1.44
1130488,"PA","INI","IMCO",1.62,1.45
1136077,"AM","INI","INTA",68.26,39.58
1136035,"AM","INI","INTA",20.8,13.56
1139485,"DV","INI","INTA",2.1,1.69
1140756,"RR","INI","INTA",40.12,19.09
1137355,"AD","INI","LIBE",5.91,4.06
1138652,"AD","INI","ITRE",8.59,6.46
1134188,"AM","INI","ECON",117.99,60.95
1134284,"AM","INI","ECON",34.92,19.48
1128284,"PR","INI","ECON",6.57,5.79
1144783,"AM","INI","ECON",1.38,1.15
1144753,"AM","INI","ECON",5.66,4.87
1144766,"AM","INI","ECON",2.88,2.23
1144765,"AM","INI","ECON",1.33,1.19
1144755,"AM","INI","ECON",4.23,3.34
1140661,"RR","INI","ECON",16.57,13.14
1116641,"AM","INI","REGI",85.4,43.98
1113261,"PR","INI","REGI",16.84,15.13
1111903,"PA","INI","AGRI",1.6,1.45
1115465,"AM","INI","AGRI",23.99,15.12
1118175,"AD","INI","AGRI",7.95,6.11
1119346,"AD","INI","BUDG",5.78,4.94
1121222,"AD","INI","BUDG",6.17,2.18
1115819,"AM","INI","BUDG",21.58,11.08
1113197,"PA","INI","BUDG",1.57,1.34
1131025,"AM","BUD","BUDG",2.37,1.22
1130720,"LT","BUD","EMPL",3.02,2.59
1133277,"RR","BUD","BUDG",15.9,4.67
1129990,"LT","BUD","REGI",1.04,0.9
1129074,"PR","BUD","BUDG",10.41,4.89
1137522,"RR","NLE","AFET",2.83,1.68
1124381,"PR","NLE","AFET",1.34,0.74
1139285,"PR","DEC","CONT",8.17,5.02
1139937,"AM","DEC","EMPL",0.69,0.4
1146718,"AM","DEC","CONT",3.64,1.48
1149253,"RR","DEC","CONT",11.47,3.9
1143422,"AD","DEC","EMPL",2.62,1.97
1136312,"PA","DEC","EMPL",1.42,1.06
1150851,"AM","DEC","CONT",2.11,1.18
1150653,"AM","DEC","CONT",1.58,0.99
1150684,"AM","DEC","CONT",1.71,0.85
1149611,"RR","DEC","CONT",8.96,4.71
1135954,"PR","DEC","CONT",5.24,3.59
1147083,"AM","DEC","CONT",18.45,9.4
1074554,"PR","COD","IMCO",2.56,1.07
1130700,"PR","CNS","ECON",25.5,13.32
1133054,"AM","CNS","ECON",143.57,55.45
1135637,"AD","CNS","JURI",16.32,4.22
1133769,"AD","CNS","JURI",16.33,6.08
1125894,"AM","CNS","JURI",23.3,9.52
1124085,"PA","CNS","JURI",9.82,6.02
1147917,"AM","CNS","ECON",3,1.55
1147915,"AM","CNS","ECON",0.2,0.09
1147916,"AM","CNS","ECON",0.42,0.13
1147914,"AM","CNS","ECON",0.19,0.08
1147362,"RR","CNS","ECON",59.4,21.74
1147305,"NT","CNS","ECON",1.94,1.74
1133760,"AM","INI","AFET",1.39,1.27
1124760,"AM","INI","DEVE",11.63,6.07
1122845,"PA","INI","INTA",1.43,1.24
1125247,"AM","INI","INTA",20.11,11
1126980,"AD","INI","INTA",4.93,3.76
1126899,"AD","INI","DEVE",5.57,3.57
1124033,"AM","INI","AFET",109.36,59.92
1131812,"NT","INI","AFET",1.57,1.37
1129682,"RR","INI","AFET",48.1,22.66
1121767,"PA","INI","DEVE",1.81,1.64
1119801,"PR","INI","AFET",10.29,9.41
1150368,"NR","INI","ENVI",1.8,1.55
1147728,"RR","INI","ENVI",28.33,13.04
1141309,"AM","INI","ENVI",77.83,46.34
1135951,"PR","INI","ENVI",14.03,12.4
1148604,"NT","INI","ENVI",1.71,1.57
1150598,"AM","INI","ENVI",0.38,0.16
1150599,"AM","INI","ENVI",0.79,0.4
1150625,"AM","INI","ENVI",1.82,0.92
1139743,"RR","COD","REGI",6.53,3.2
1140608,"NT","COD","REGI",1.08,0.79
1138077,"PR","COD","REGI",4.44,3.14
1150386,"RR","INI","CONT",25.08,11.3
1144850,"AM","INI","CONT",28.14,18.07
1140921,"PA","INI","LIBE",1.63,1.28
1146309,"AD","INI","LIBE",4.77,3.45
1136678,"PR","INI","CONT",11.01,7.17
1147447,"NT","BUD","BUDG",0.97,0.44
1148075,"RR","BUD","BUDG",15.46,4.54
1146826,"LT","BUD","EMPL",2.91,2.33
1145765,"PR","BUD","BUDG",9.77,5.34
1146549,"LT","BUD","REGI",1.05,0.8
1146809,"AM","BUD","BUDG",7.11,0.88
1146000,"PR","NLE","LIBE",1.97,0.69
1144640,"RR","IMM","JURI",10.68,7.17
1137849,"CM","IMM","JURI",9.78,8.99
1142394,"PR","IMM","JURI",10.43,6.46
1135765,"PA","INL","CULT",1.71,1.5
1137865,"AM","INL","CULT",19.06,11.14
1141155,"AD","INL","CULT",5.38,4.51
1135931,"PR","NLE","CONT",4.04,3.31
1138319,"RR","NLE","CONT",4.53,1.82
1150950,"CM","IMM","JURI",24.34,22.39
