GROSS_SPA,NET_SPA,NET_SUBMITTED,REQUESTER_CODE,FDR_VERSION,DOC_DATE,PE_NO,DOC_TYPE,PROC_NAME,PROC_NATURE,PROC_TYPE,ROLE,DOSSIER_TYPE,COMMITTEE_1
1.51,1.34,1.34,ECR,2,20-FEB-19,636.131,NT,2017/0291(COD),LEG,COD,MAIN,ENVI,ENVI
5.17,2.19,2.18,ECON,3,25-OCT-17,612.286,AM,2017/0035(COD),LEG,COD,AVI,ECON,ECON
7.44,5.21,5.21,INTA,2,19-SEP-17,610.686,PA,2017/0035(COD),LEG,COD,AVI,INTA,INTA
3.67,2.52,2.77,ECON,1,25-SEP-17,610.743,PA,2017/0035(COD),LEG,COD,AVI,ECON,ECON
13.75,6.03,6.04,AFCO,5,19-JUN-17,606.148,AM,2017/0035(COD),LEG,COD,AVI,AFCO,AFCO
7.76,4.53,4.53,AFCO,2,12-MAY-17,604.673,PA,2017/0035(COD),LEG,COD,AVI,AFCO,AFCO
8.81,4.54,4.53,AGRI,2,18-JUL-17,604.88,PA,2017/0035(COD),LEG,COD,AVI,AGRI,AGRI
9.0,4.23,4.23,AGRI,1,16-OCT-17,610.563,AM,2017/0035(COD),LEG,COD,MAIN,JURI,JURI
11.92,4.82,4.82,ITRE,2,16-NOV-17,604.503,AD,2017/0035(COD),LEG,COD,AVI,ITRE,ITRE
10.39,4.57,4.57,AFCO,3,12-MAY-17,604.673,AD,2017/0035(COD),LEG,COD,AVI,AFCO,AFCO
8.38,3.35,3.35,INTA,2,26-OCT-17,612.28,AM,2017/0035(COD),LEG,COD,AVI,INTA,INTA
27.13,11.84,11.84,ITRE,2,14-FEB-18,618.148,AM,2017/0035(COD),LEG,COD,AVI,ITRE,ITRE
10.71,3.97,3.97,INTA,1,19-SEP-17,610.686,AD,2017/0035(COD),LEG,COD,AVI,INTA,INTA
12.29,5.47,5.47,ENVI,2,08-DEC-17,615.396,AD,2017/0035(COD),LEG,COD,AVI,ENVI,ENVI
38.58,17.49,17.5,ENVI,3,22-JAN-18,616.711,AM,2017/0035(COD),LEG,COD,AVI,ENVI,ENVI
5.78,3.29,3.29,ECON,1,25-SEP-17,610.743,AD,2017/0035(COD),LEG,COD,AVI,ECON,ECON
11.83,6.66,6.66,ITRE,1,16-NOV-17,604.503,PA,2017/0035(COD),LEG,COD,AVI,ITRE,ITRE
12.12,7.77,7.77,ENVI,3,08-DEC-17,615.396,PA,2017/0035(COD),LEG,COD,AVI,ENVI,ENVI
9.89,4.37,4.59,AGRI,1,11-FEB-20,647.138,AD,2017/0035(COD),LEG,COD,AVI,AGRI,AGRI
68.58,21.67,21.67,DG1-DEPOT,2,12-OCT-20,646.995,RR,2017/0035(COD),LEG,COD,MAIN,JURI,JURI
11.33,2.8,2.95,ENVI,1,15-MAY-20,652.333,AD,2017/0035(COD),LEG,COD,AVI,ENVI,ENVI
31.09,14.22,14.22,AGRI,3,25-FEB-20,648.38,AM,2017/0035(COD),LEG,COD,AVI,AGRI,AGRI
30.3,13.42,13.42,JURI,3,04-MAR-20,648.423,AM,2017/0035(COD),LEG,COD,MAIN,JURI,JURI
9.86,5.66,5.91,JURI,1,31-JAN-20,646.995,PR,2017/0035(COD),LEG,COD,MAIN,JURI,JURI
10.53,3.15,3.29,ITRE,1,27-APR-20,650.544,AD,2017/0035(COD),LEG,COD,AVI,ITRE,ITRE
8.72,2.81,2.81,AGRI,1,11-FEB-20,647.138,PA,2017/0035(COD),LEG,COD,AVI,AGRI,AGRI
8.94,3.19,3.19,INTA,2,19-MAR-20,648.503,AD,2017/0035(COD),LEG,COD,AVI,INTA,INTA
10.68,3.13,3.28,AFCO,1,29-APR-20,650.589,AD,2017/0035(COD),LEG,COD,AVI,AFCO,AFCO
32.33,15.17,16.87,DG1-DEPOT,2,07-MAY-18,616.861,RR,2017/2087(INI),IMPL,INI,MAIN,ENVI,ENVI
25.04,21.06,21.05,ITRE,3,25-JAN-18,616.743,AM,2017/2087(INI),IMPL,INI,AVI,ITRE,ITRE
1.57,1.32,1.39,ITRE,2,18-DEC-17,615.48,PA,2017/2087(INI),IMPL,INI,AVI,ITRE,ITRE
7.76,6.0,6.0,ITRE,1,18-DEC-17,615.48,AD,2017/2087(INI),IMPL,INI,AVI,ITRE,ITRE
6.01,3.9,3.89,ENVI,2,08-MAR-18,619.162,AM,2017/2087(INI),IMPL,INI,MAIN,ENVI,ENVI
62.94,34.26,34.26,ENVI,4,08-MAR-18,619.106,AM,2017/2087(INI),IMPL,INI,MAIN,ENVI,ENVI
12.66,10.85,11.1,ENVI,5,31-JAN-18,616.861,PR,2017/2087(INI),IMPL,INI,MAIN,ENVI,ENVI
36.28,20.15,21.73,DG1-DEPOT,3,07-MAY-18,615.486,RR,2017/2070(INI),ANRE,INI,MAIN,INTA,INTA
1.56,1.34,1.34,ECR,1,01-FEB-18,616.867,NT,2017/2070(INI),ANRE,INI,MAIN,INTA,INTA
99.37,80.55,80.55,INTA,2,01-FEB-18,616.867,AM,2017/2070(INI),ANRE,INI,MAIN,INTA,INTA
5.34,3.05,3.28,DEVE,1,06-DEC-17,615.228,AD,2017/2070(INI),ANRE,INI,AVI,DEVE,DEVE
2.58,2.24,2.35,DEVE,3,06-DEC-17,615.228,PA,2017/2070(INI),ANRE,INI,AVI,DEVE,DEVE
18.25,16.67,17.46,INTA,6,20-DEC-17,615.486,PR,2017/2070(INI),ANRE,INI,MAIN,INTA,INTA
21.78,9.14,9.14,DEVE,3,12-JAN-18,616.6,AM,2017/2070(INI),ANRE,INI,AVI,DEVE,DEVE
9.57,6.59,7.01,EMPL,4,25-JUN-18,623.744,PR,2018/2034(INI),INIT,INI,MAIN,EMPL,EMPL
57.21,32.0,32.0,EMPL,4,03-SEP-18,625.407,AM,2018/2034(INI),INIT,INI,MAIN,EMPL,EMPL
1.45,1.19,1.25,CULT,3,15-MAY-18,620.972,PA,2018/2034(INI),INIT,INI,AVI,CULT,CULT
19.21,11.9,11.9,CULT,3,12-JUN-18,623.73,AM,2018/2034(INI),INIT,INI,AVI,CULT,CULT
8.52,4.77,5.14,CULT,2,15-MAY-18,620.972,AD,2018/2034(INI),INIT,INI,AVI,CULT,CULT
0.91,0.75,0.75,ECR,1,03-SEP-18,625.407,NR,2018/2034(INI),INIT,INI,MAIN,EMPL,EMPL
31.21,15.35,16.71,DG1-DEPOT,2,16-OCT-18,623.744,RR,2018/2034(INI),INIT,INI,MAIN,EMPL,EMPL
6.38,2.24,2.23,DG1-DEPOT,2,12-JUL-18,621.984,RR,2009/0018(NLE),APPE,NLE,MAIN,TRAN,TRAN
5.17,2.79,2.79,TRAN,2,15-MAY-18,621.984,PR,2009/0018(NLE),APPE,NLE,MAIN,TRAN,TRAN
2.41,1.79,1.79,PECH,2,18-MAY-18,622.121,RE,2018/2614(DEA),DEAEX,DEA,MAIN,PECH,PECH
0.84,0.62,0.62,PECH,1,24-MAY-18,622.222,AM,2018/2614(DEA),DEAEX,DEA,MAIN,PECH,PECH
38.18,19.18,19.18,ENVI,4,18-MAY-18,622.133,AM,2018/2599(RSP),RESQ,RSP,MAIN,ENVI,ENVI
0.96,0.8,0.8,ENVI,1,26-MAR-18,619.385,QO,2018/2599(RSP),RESQ,RSP,MAIN,ENVI,ENVI
1.02,0.95,0.95,ENVI,1,26-MAR-18,619.114,QO,2018/2599(RSP),RESQ,RSP,MAIN,ENVI,ENVI
6.16,5.49,5.49,ENVI,3,26-MAR-18,619.141,RE,2018/2599(RSP),RESQ,RSP,MAIN,ENVI,ENVI
36.2,18.75,20.32,DG1-DEPOT,1,26-FEB-18,618.014,RR,2017/2257(INI),STINI,INI,MAIN,TRAN,TRAN
9.78,6.69,7.12,ENVI,1,02-FEB-18,617.993,AD,2017/2257(INI),STINI,INI,AVI,ENVI,ENVI
51.97,29.2,29.77,TRAN,1,26-MAR-18,618.058,AM,2017/2257(INI),STINI,INI,MAIN,TRAN,TRAN
9.28,8.33,8.73,TRAN,3,05-FEB-18,618.014,PR,2017/2257(INI),STINI,INI,MAIN,TRAN,TRAN
9.29,3.73,3.73,TRAN,1,05-FEB-18,618.014,PR,2017/2257(INI),STINI,INI,MAIN,TRAN,TRAN
25.53,16.08,16.07,ENVI,4,08-MAR-18,619.166,AM,2017/2257(INI),STINI,INI,AVI,ENVI,ENVI
1.41,1.15,1.21,ENVI,2,02-FEB-18,617.993,PA,2017/2257(INI),STINI,INI,AVI,ENVI,ENVI
0.93,0.78,0.78,ECR,2,28-FEB-18,618.122,NT,2017/2278(INI),INIT,INI,MAIN,IMCO,IMCO
50.55,27.84,29.53,IMCO,2,28-MAR-18,619.393,AM,2017/2278(INI),INIT,INI,MAIN,IMCO,IMCO
32.52,13.17,14.59,DG1-DEPOT,3,27-JUN-18,618.122,RR,2017/2278(INI),INIT,INI,MAIN,IMCO,IMCO
19.68,11.09,11.08,INTA,3,10-APR-18,620.819,AM,2017/2278(INI),INIT,INI,AVI,INTA,INTA
8.3,4.88,5.22,ENVI,2,20-MAR-18,619.325,AD,2017/2278(INI),INIT,INI,AVI,ENVI,ENVI
10.57,9.29,9.75,IMCO,3,28-FEB-18,618.122,PR,2017/2278(INI),INIT,INI,MAIN,IMCO,IMCO
4.39,3.35,6.38,INTA,1,28-FEB-18,618.227,AD,2017/2278(INI),INIT,INI,AVI,INTA,INTA
1.88,1.7,1.7,INTA,3,28-FEB-18,618.227,PA,2017/2278(INI),INIT,INI,AVI,INTA,INTA
32.46,21.83,21.83,ECON,4,26-JAN-18,616.81,PR,2017/0090(COD),LEG,COD,MAIN,ECON,ECON
141.14,70.55,70.56,ECON,9,05-MAR-18,619.086,AM,2017/0090(COD),LEG,COD,MAIN,ECON,ECON
0.94,0.82,0.82,ECR,1,26-JAN-18,616.81,NR,2017/0090(COD),LEG,COD,MAIN,ECON,ECON
20.86,13.8,14.71,DG1-DEPOT,3,23-MAY-18,613.424,RR,2017/2056(INI),OUTDEC,INI,MAIN,AFET,AFET
117.47,64.11,64.1,AFET,6,13-APR-18,620.847,AM,2017/2056(INI),OUTDEC,INI,MAIN,AFET,AFET
1.54,1.32,1.33,PPE,1,19-DEC-17,613.424,NT,2017/2056(INI),OUTDEC,INI,MAIN,AFET,AFET
4.7,2.98,3.63,INTA,1,18-DEC-17,615.448,AD,2017/2056(INI),OUTDEC,INI,AVI,INTA,INTA
4.55,3.48,3.48,INTA,2,18-DEC-17,615.448,PA,2017/2056(INI),OUTDEC,INI,AVI,INTA,INTA
7.79,7.05,7.39,AFET,6,19-DEC-17,613.424,PR,2017/2056(INI),OUTDEC,INI,MAIN,AFET,AFET
1.39,1.19,1.19,PPE,1,27-FEB-18,618.31,NT,2018/2004(INI),INIT,INI,MAIN,AFET,AFET
33.15,24.41,25.85,DG1-DEPOT,4,25-MAY-18,618.31,RR,2018/2004(INI),INIT,INI,MAIN,AFET,AFET
137.81,65.79,65.79,AFET,2,11-APR-18,620.817,AM,2018/2004(INI),INIT,INI,MAIN,AFET,AFET
10.38,9.19,9.64,AFET,5,27-FEB-18,618.31,PR,2018/2004(INI),INIT,INI,MAIN,AFET,AFET
1.17,1.03,1.03,ECR,2,12-DEC-17,615.424,NR,2017/2120(INI),INIT,INI,MAIN,PECH,PECH
15.71,9.21,9.9,DG1-DEPOT,3,19-DEC-17,615.424,RR,2017/2120(INI),INIT,INI,MAIN,PECH,PECH
1.72,1.54,1.54,PPE,1,12-DEC-17,615.424,NT,2017/2120(INI),INIT,INI,MAIN,PECH,PECH
37.11,23.67,23.68,PECH,6,01-MAR-18,618.357,AM,2017/2120(INI),INIT,INI,MAIN,PECH,PECH
37.12,22.63,22.64,PECH,6,01-MAR-18,618.357,AM,2017/2120(INI),INIT,INI,MAIN,PECH,PECH
8.1,7.04,7.57,PECH,2,12-DEC-17,615.424,PR,2017/2120(INI),INIT,INI,MAIN,PECH,PECH
11.87,9.36,9.36,EMPL,1,05-MAR-18,615.243,AD,2016/2237(INL),TRINI,INL,AHE,EMPL,EMPL
42.76,19.44,19.44,DG1-DEPOT,2,22-JUN-18,612.248,RR,2016/2237(INL),TRINI,INL,MHE,JURI,JURI
31.91,21.74,21.74,EMPL,4,11-APR-18,619.151,AM,2016/2237(INL),TRINI,INL,AHE,EMPL,EMPL
17.21,15.38,15.38,JURI,6,23-OCT-17,612.248,PR,2016/2237(INL),TRINI,INL,MHE,JURI,JURI
88.5,40.07,40.8,JURI,5,17-JAN-18,616.605,AM,2016/2237(INL),TRINI,INL,MHE,JURI,JURI
1.54,1.29,1.29,EMPL,1,05-MAR-18,615.243,PA,2016/2237(INL),TRINI,INL,AHE,EMPL,EMPL
4.65,2.83,2.83,ENVI,1,29-MAY-17,604.87,PA,2016/0404(COD),LEG,COD,AVI,ENVI,ENVI
75.35,31.44,31.44,ENVI,5,12-JUL-17,608.058,AM,2016/0404(COD),LEG,COD,AVI,ENVI,ENVI
34.13,14.36,14.36,JURI,4,11-MAY-17,603.089,AM,2016/0404(COD),LEG,COD,AVI,JURI,JURI
32.53,12.55,0.5,JURI,1,11-MAY-17,603.089,AM,2016/0404(COD),LEG,COD,AVI,JURI,JURI
3.01,2.76,2.76,EMPL,3,13-JUL-17,608.086,PA,2016/0404(COD),LEG,COD,AVI,EMPL,EMPL
41.36,25.8,25.8,IMCO,6,23-JUN-17,601.007,PR,2016/0404(COD),LEG,COD,MAIN,IMCO,IMCO
143.58,60.58,60.57,EMPL,3,11-SEP-17,609.674,AM,2016/0404(COD),LEG,COD,AVI,EMPL,EMPL
152.55,70.83,70.83,IMCO,5,08-SEP-17,610.571,AM,2016/0404(COD),LEG,COD,MAIN,IMCO,IMCO
5.37,5.22,5.22,IMCO,1,04-MAY-17,604.616,DT,2016/0404(COD),LEG,COD,MAIN,IMCO,IMCO
18.86,9.18,0.0,JURI,6,19-APR-17,599.846,PA,2016/0404(COD),LEG,COD,AVI,JURI,JURI
1.08,0.94,0.94,ECR,1,23-JUN-17,601.007,NR,2016/0404(COD),LEG,COD,MAIN,IMCO,IMCO
62.44,25.25,25.25,DG1-DEPOT,1,05-DEC-17,601.007,RR,2016/0404(COD),LEG,COD,MAIN,IMCO,IMCO
11.34,5.81,11.22,DG1,2,23-JUN-17,601.007,ER,2016/0404(COD),LEG,COD,MAIN,IMCO,IMCO
175.24,73.53,73.53,EMPL,5,28-JUN-18,623.835,AM,2017/0355(COD),LEG,COD,MAIN,EMPL,EMPL
18.39,7.81,7.81,JURI,1,24-MAY-18,621.111,PA,2017/0355(COD),LEG,COD,AVI,JURI,JURI
41.38,23.09,23.09,EMPL,6,29-MAY-18,621.099,PR,2017/0355(COD),LEG,COD,MAIN,EMPL,EMPL
101.07,45.89,46.06,EMPL,4,28-JUN-18,623.952,AM,2017/0355(COD),LEG,COD,MAIN,EMPL,EMPL
6.42,2.74,3.83,FEMM,1,21-JUN-18,623.821,PA,2017/0355(COD),LEG,COD,AVI,FEMM,FEMM
100.85,50.18,50.18,EMPL,4,28-JUN-18,623.951,AM,2017/0355(COD),LEG,COD,MAIN,EMPL,EMPL
93.12,37.45,37.78,JURI,5,03-JUL-18,625.205,AM,2017/0355(COD),LEG,COD,AVI,JURI,JURI
55.53,23.64,23.73,FEMM,4,13-JUL-18,625.437,AM,2017/0355(COD),LEG,COD,AVI,FEMM,FEMM
3.11,2.55,2.69,JURI,3,05-MAR-18,619.115,NP,2017/0355(COD),LEG,COD,MAIN,EMPL,EMPL
10.19,3.69,3.69,FEMM,1,21-JUN-18,623.821,AD,2017/0355(COD),LEG,COD,AVI,FEMM,FEMM
120.74,40.18,40.18,DG1-DEPOT,6,26-OCT-18,621.099,RR,2017/0355(COD),LEG,COD,MAIN,EMPL,EMPL
47.54,15.75,15.75,JURI,2,24-MAY-18,621.111,AD,2017/0355(COD),LEG,COD,AVI,JURI,JURI
1.22,1.01,1.01,ECR,1,15-FEB-19,636.031,NR,2017/0355(COD),LEG,COD,MAIN,EMPL,EMPL
18.97,13.97,13.97,ENVI,4,24-MAY-18,622.225,PA,2018/0012(COD),LEG,COD,AHE,ENVI,ENVI
18.93,9.4,9.4,PECH,3,26-JUN-18,623.909,AM,2018/0012(COD),LEG,COD,AVI,PECH,PECH
17.45,10.34,10.34,TRAN,3,18-JUN-18,620.82,PR,2018/0012(COD),LEG,COD,MHE,TRAN,TRAN
50.24,26.12,26.11,ENVI,6,29-JUN-18,623.94,AM,2018/0012(COD),LEG,COD,AHE,ENVI,ENVI
9.41,5.94,5.94,PECH,1,30-MAY-18,622.271,PA,2018/0012(COD),LEG,COD,AVI,PECH,PECH
15.15,6.62,6.62,PECH,2,30-MAY-18,622.271,AD,2018/0012(COD),LEG,COD,AVI,PECH,PECH
30.46,11.09,11.09,ENVI,4,24-MAY-18,622.225,AD,2018/0012(COD),LEG,COD,AHE,ENVI,ENVI
111.17,53.69,51.91,TRAN,6,19-JUL-18,625.369,AM,2018/0012(COD),LEG,COD,MHE,TRAN,TRAN
1.6,1.0,1.0,PPE,1,19-DEC-18,632.891,NT,2018/0012(COD),LEG,COD,MHE,TRAN,TRAN
96.04,28.6,28.6,DG1-DEPOT,2,12-OCT-18,620.82,RR,2018/0012(COD),LEG,COD,MHE,TRAN,TRAN
1.93,1.09,1.09,DEVE,1,10-APR-18,619.363,AM,2018/2634(RSP),RESQ,RSP,MAIN,DEVE,DEVE
32.91,16.0,16.0,DEVE,1,10-APR-18,619.362,AM,2018/2634(RSP),RESQ,RSP,MAIN,DEVE,DEVE
1.38,1.32,1.32,DEVE,1,15-MAR-18,619.268,QO,2018/2634(RSP),RESQ,RSP,MAIN,DEVE,DEVE
1.41,1.34,1.34,DEVE,1,15-MAR-18,619.186,QO,2018/2634(RSP),RESQ,RSP,MAIN,DEVE,DEVE
7.4,5.35,5.35,DEVE,1,15-MAR-18,619.187,RE,2018/2634(RSP),RESQ,RSP,MAIN,DEVE,DEVE
7.4,1.8,1.8,DEVE,1,15-MAR-18,619.187,RE,2018/2634(RSP),RESQ,RSP,MAIN,DEVE,DEVE
23.68,13.24,13.24,ECON,3,11-APR-18,619.41,PR,2017/0359(COD),LEG,COD,MAIN,ECON,ECON
24.34,10.31,10.31,ECON,3,05-JUN-18,623.596,AM,2017/0359(COD),LEG,COD,MAIN,ECON,ECON
120.25,64.07,64.08,ECON,3,05-JUN-18,623.631,AM,2017/0359(COD),LEG,COD,MAIN,ECON,ECON
86.37,27.79,79.51,DG1-DEPOT,3,27-SEP-18,619.41,RR,2017/0359(COD),LEG,COD,MAIN,ECON,ECON
1.05,0.92,0.92,ECR,1,11-APR-18,619.409,NR,2017/0359(COD),LEG,COD,MAIN,ECON,ECON
6.78,4.42,4.42,FEMM,2,04-JUN-18,622.295,AD,2017/2270(INL),TRINI,INL,AVI,FEMM,FEMM
60.47,30.35,30.36,LIBE,3,03-SEP-18,627.032,AM,2017/2270(INL),TRINI,INL,MAIN,LIBE,LIBE
20.15,13.21,13.21,FEMM,4,28-JUN-18,623.95,AM,2017/2270(INL),TRINI,INL,AVI,FEMM,FEMM
14.46,13.32,13.32,LIBE,7,22-JUN-18,623.853,PR,2017/2270(INL),TRINI,INL,MAIN,LIBE,LIBE
1.6,1.37,2.02,FEMM,2,04-JUN-18,622.295,PA,2017/2270(INL),TRINI,INL,AVI,FEMM,FEMM
24.97,10.99,10.99,DG1-DEPOT,2,18-OCT-18,623.853,RR,2017/2270(INL),TRINI,INL,MAIN,LIBE,LIBE
10.41,9.52,9.73,JURI,4,19-SEP-18,627.896,PR,2018/2079(INL),TRINI,INL,MAIN,JURI,JURI
2.48,2.43,2.43,JURI,1,06-JUN-18,623.634,DT,2018/2079(INL),TRINI,INL,MAIN,JURI,JURI
2.32,2.27,2.27,JURI,1,06-JUN-18,623.634,DT,2018/2079(INL),TRINI,INL,MAIN,JURI,JURI
24.36,12.21,12.21,JURI,4,19-OCT-18,629.471,AM,2018/2079(INL),TRINI,INL,MAIN,JURI,JURI
13.58,6.54,6.54,DG1-DEPOT,4,21-SEP-18,627.896,RR,2018/2079(INL),TRINI,INL,MAIN,JURI,JURI
8.88,4.99,0.0,BUDG,1,13-MAY-16,582.109,PA,2015/0277(COD),LEG,COD,AVI,BUDG,BUDG
106.15,51.52,0.0,TRAN,6,06-JUL-16,584.221,AM,2015/0277(COD),LEG,COD,MAIN,TRAN,TRAN
106.99,45.89,0.0,TRAN,4,25-MAY-16,576.812,PR,2015/0277(COD),LEG,COD,MAIN,TRAN,TRAN
153.88,67.58,0.0,TRAN,6,08-JUL-16,584.22,AM,2015/0277(COD),LEG,COD,MAIN,TRAN,TRAN
143.94,62.22,0.0,TRAN,7,08-JUL-16,584.197,AM,2015/0277(COD),LEG,COD,MAIN,TRAN,TRAN
26.56,10.05,0.0,BUDG,3,16-JUN-16,583.972,AM,2015/0277(COD),LEG,COD,AVI,BUDG,BUDG
2.01,1.82,1.83,ECR,1,03-MAY-16,576.812,NT,2015/0277(COD),LEG,COD,MAIN,TRAN,TRAN
117.45,46.82,46.82,REGI,3,18-SEP-17,610.669,AM,2017/0102(COD),LEG,COD,AVI,REGI,REGI
12.42,8.07,8.07,BUDG,1,29-SEP-17,610.649,PA,2017/0102(COD),LEG,COD,AVI,BUDG,BUDG
23.6,12.52,12.52,EMPL,3,20-OCT-17,612.191,PA,2017/0102(COD),LEG,COD,AHE,EMPL,EMPL
59.23,30.48,30.48,ENVI,2,14-SEP-17,610.662,AM,2017/0102(COD),LEG,COD,AHE,ENVI,ENVI
23.47,12.74,12.74,ENVI,4,17-JUL-17,608.053,PA,2017/0102(COD),LEG,COD,AHE,ENVI,ENVI
45.16,18.83,18.84,AGRI,4,10-OCT-17,612.084,AM,2017/0102(COD),LEG,COD,MHE,CULT,CULT
11.39,6.03,6.03,REGI,3,18-JUL-17,608.135,PA,2017/0102(COD),LEG,COD,AVI,REGI,REGI
62.93,27.25,27.25,CULT,4,19-SEP-17,610.547,PR,2017/0102(COD),LEG,COD,MHE,CULT,CULT
34.67,13.8,13.8,ENVI,2,17-JUL-17,608.053,AD,2017/0102(COD),LEG,COD,AHE,ENVI,ENVI
17.87,7.7,7.7,BUDG,2,29-SEP-17,610.649,AD,2017/0102(COD),LEG,COD,AVI,BUDG,BUDG
248.12,83.8,83.8,DG1-DEPOT,2,07-MAR-18,610.547,RR,2017/0102(COD),LEG,COD,MHE,CULT,CULT
14.71,7.33,7.32,BUDG,1,14-NOV-17,612.263,AM,2017/0102(COD),LEG,COD,AVI,BUDG,BUDG
22.82,7.84,7.84,AGRI,2,14-NOV-17,613.37,AD,2017/0102(COD),LEG,COD,AVI,AGRI,AGRI
157.24,64.05,64.05,EMPL,5,16-NOV-17,612.298,AM,2017/0102(COD),LEG,COD,AHE,EMPL,EMPL
185.63,74.54,74.54,CULT,6,06-NOV-17,613.296,AM,2017/0102(COD),LEG,COD,MHE,CULT,CULT
126.02,57.75,57.75,CULT,6,06-NOV-17,613.297,AM,2017/0102(COD),LEG,COD,MHE,CULT,CULT
46.25,16.94,16.94,REGI,1,18-JUL-17,608.135,AD,2017/0102(COD),LEG,COD,AVI,REGI,REGI
43.06,17.44,17.44,EMPL,1,20-OCT-17,612.191,AD,2017/0102(COD),LEG,COD,AHE,EMPL,EMPL
19.23,13.05,13.05,AFET,3,26-OCT-17,612.3,PA,2017/0125(COD),LEG,COD,AHE,AFET,AFET
1.21,0.81,0.82,ECR,1,31-OCT-17,608.022,NR,2017/0125(COD),LEG,COD,MHE,ITRE,ITRE
114.37,36.84,95.74,DG1-DEPOT,1,26-FEB-18,608.022,RR,2017/0125(COD),LEG,COD,MHE,ITRE,ITRE
93.82,53.33,53.33,BUDG,3,07-DEC-17,615.378,AM,2017/0125(COD),LEG,COD,AHE,BUDG,BUDG
171.68,77.55,77.56,AFET,5,24-NOV-17,613.555,AM,2017/0125(COD),LEG,COD,AHE,AFET,AFET
146.53,66.95,66.95,ITRE,2,05-DEC-17,608.023,AM,2017/0125(COD),LEG,COD,MHE,ITRE,ITRE
93.48,48.1,48.1,ITRE,4,05-DEC-17,615.351,AM,2017/0125(COD),LEG,COD,MHE,ITRE,ITRE
8.11,4.17,4.17,BUDG,1,31-OCT-17,612.357,PA,2017/0125(COD),LEG,COD,AHE,BUDG,BUDG
119.93,55.14,55.25,IMCO,4,23-NOV-17,613.622,AM,2017/0125(COD),LEG,COD,AVI,IMCO,IMCO
23.82,13.34,13.34,IMCO,3,23-OCT-17,612.223,PA,2017/0125(COD),LEG,COD,AVI,IMCO,IMCO
25.36,14.9,14.9,ITRE,4,31-OCT-17,608.022,PR,2017/0125(COD),LEG,COD,MHE,ITRE,ITRE
35.66,16.14,16.14,AFET,2,26-OCT-17,612.3,AD,2017/0125(COD),LEG,COD,AHE,AFET,AFET
17.9,6.17,6.17,BUDG,1,31-OCT-17,612.357,AD,2017/0125(COD),LEG,COD,AHE,BUDG,BUDG
26.5,12.35,12.35,IMCO,2,23-OCT-17,612.223,AD,2017/0125(COD),LEG,COD,AVI,IMCO,IMCO
5.08,4.73,4.73,PPE,1,31-OCT-17,608.022,NT,2017/0125(COD),LEG,COD,MHE,ITRE,ITRE
3.38,2.32,2.32,BUDG,1,08-JUN-18,623.67,PR,2018/2072(BUD),BUD,BUD,MAIN,BUDG,BUDG
5.73,1.89,1.89,DG1-DEPOT,1,29-JUN-18,623.67,RR,2018/2072(BUD),BUD,BUD,MAIN,BUDG,BUDG
1.68,1.11,1.11,BUDG,1,20-JUN-18,623.818,AM,2018/2072(BUD),BUD,BUD,MAIN,BUDG,BUDG
1.82,1.77,1.76,AFET,2,22-JUN-18,623.782,LT,2018/2072(BUD),BUD,BUD,AVI,AFET,AFET
1.17,0.99,0.99,ECR,3,08-JUN-18,623.67,NR,2018/2072(BUD),BUD,BUD,MAIN,BUDG,BUDG
1.86,0.61,0.61,LIBE,3,13-JUN-18,623.72,PR,2018/0806(CNS),LEG,CNS,MAIN,LIBE,LIBE
2.08,0.66,0.66,DG1-DEPOT,2,26-JUN-18,623.72,RR,2018/0806(CNS),LEG,CNS,MAIN,LIBE,LIBE
20.96,10.63,10.63,PECH,3,03-SEP-18,626.718,PR,2018/0109(COD),LEG,COD,MAIN,PECH,PECH
15.36,6.45,6.45,ENVI,3,19-JUN-18,623.803,AM,2018/0109(COD),LEG,COD,AVI,ENVI,ENVI
3.76,1.98,1.98,ENVI,2,13-JUL-18,625.402,AD,2018/0109(COD),LEG,COD,AVI,ENVI,ENVI
28.29,11.1,11.1,PECH,3,01-OCT-18,628.471,AM,2018/0109(COD),LEG,COD,MAIN,PECH,PECH
0.99,0.58,0.58,ECR,1,01-OCT-18,628.471,NR,2018/0109(COD),LEG,COD,MAIN,PECH,PECH
26.39,8.3,8.3,DG1-DEPOT,1,23-NOV-18,626.718,RR,2018/0109(COD),LEG,COD,MAIN,PECH,PECH
0.99,0.52,0.52,AFCO,1,26-JUN-18,623.898,AM,2015/0907(APP),LEG,APP,MAIN,AFCO,AFCO
4.67,1.69,1.69,DG1-DEPOT,1,02-JUL-18,623.806,RR,2015/0907(APP),LEG,APP,MAIN,AFCO,AFCO
3.78,3.04,3.04,AFCO,2,19-JUN-18,623.806,PR,2015/0907(APP),LEG,APP,MAIN,AFCO,AFCO
103.01,61.81,61.81,FEMM,4,13-JUL-18,625.446,AM,2018/2077(INI),STINI,INI,MAIN,FEMM,FEMM
1.57,1.4,1.4,PPE,1,19-JUN-18,623.612,NT,2018/2077(INI),STINI,INI,MAIN,FEMM,FEMM
33.45,22.38,23.84,DG1-DEPOT,8,02-JUL-18,623.612,RR,2018/2077(INI),STINI,INI,MAIN,FEMM,FEMM
2.79,1.84,1.84,ITRE,1,21-JUN-18,623.734,PR,2018/0036(NLE),APPE,NLE,MAIN,ITRE,ITRE
