GROSS_SPA,NET_SPA,DOC_TYPE,PROC_NATURE,PROC_TYPE,ROLE,DOSSIER_TYPE,COMMITTEE_1
78.01,22.11,AD,LEG,COD,AHE,ECON,ECON
17.23,12.19,AD,INIT,INI,AHE,PETI,PETI
47.87,23.86,AM,INIT,INI,AHE,PETI,PETI
2.74,2.41,AL,INIT,INI,AVI,CULT,CULT
3.22,2.09,PA,INIT,INI,AHE,EMPL,EMPL
85.31,46.22,AM,INIT,INI,AHE,EMPL,EMPL
69.13,38.58,AM,INIT,INI,MHE,LIBE,LIBE
47.63,28.64,AM,INIT,INI,MHE,LIBE,LIBE
57.88,29.9,RR,INIT,INI,MHE,LIBE,LIBE
15.4,12.63,PR,INIT,INI,MHE,LIBE,LIBE
29.65,22.47,AD,INIT,INI,AHE,EMPL,EMPL
29.73,8.7,AD,INIT,INI,AHE,EMPL,EMPL
2.39,2.02,PA,INIT,INI,AHE,PETI,PETI
78.08,44.94,AM,INIT,INI,MAIN,CULT,CULT
11.05,9.99,PR,INIT,INI,MAIN,CULT,CULT
22.28,14.99,RR,INIT,INI,MAIN,CULT,CULT
1.61,1.33,PA,IMPL,INI,AVI,ECON,ECON
19.35,10.44,AM,IMPL,INI,AVI,AFET,AFET
5.78,5.45,DT,IMPL,INI,MAIN,AFCO,AFCO
1.36,1.12,PA,IMPL,INI,AVI,AFET,AFET
27.74,13.12,AM,IMPL,INI,AVI,ECON,ECON
10.79,9.53,PR,IMPL,INI,MAIN,AFCO,AFCO
3.65,2.76,AD,IMPL,INI,AVI,ECON,ECON
38.62,18.34,AM,IMPL,INI,MAIN,AFCO,AFCO
20.5,11.66,RR,IMPL,INI,MAIN,AFCO,AFCO
6.56,5.12,AD,IMPL,INI,AVI,AFET,AFET
2.34,2.05,AL,IMPL,INI,AVI,BUDG,BUDG
12.3,11.46,PR,INIT,INI,MAIN,AFCO,AFCO
28.47,17.4,RR,INIT,INI,MAIN,AFCO,AFCO
45.93,23.45,AM,INIT,INI,MAIN,AFCO,AFCO
9.49,3.72,PR,LEG,COD,MAIN,LIBE,LIBE
9.34,2.62,AM,LEG,COD,MAIN,LIBE,LIBE
13.56,8.96,PF,LEG,COD,MAIN,LIBE,LIBE
11.02,4.18,RR,LEG,COD,MAIN,LIBE,LIBE
29.25,16.23,PR,RULE,REG,MAIN,AFCO,AFCO
30.92,10.8,RR,RULE,REG,MAIN,AFCO,AFCO
24.33,12.43,AM,RULE,REG,MAIN,AFCO,AFCO
21.79,16.82,CM,IMMU,IMM,MAIN,JURI,JURI
4.13,2.29,RR,IMMU,IMM,MAIN,JURI,JURI
1.11,0.88,CM,IMMU,IMM,MAIN,JURI,JURI
3.5,1.99,PR,IMMU,IMM,MAIN,JURI,JURI
4.52,2.36,PR,APPE,NLE,MAIN,LIBE,LIBE
6.31,2.5,RR,APPE,NLE,MAIN,LIBE,LIBE
6.14,3.34,AM,COMSC,RPS,MAIN,ENVI,ENVI
0.56,0.41,AM,COMSC,RPS,MAIN,ENVI,ENVI
4.81,3.71,RE,COMSC,RPS,MAIN,ENVI,ENVI
17.3,10.77,PR,CNPE,NLE,MAIN,ITRE,ITRE
27.82,13.98,RR,CNPE,NLE,MAIN,ITRE,ITRE
39.25,17.06,AM,CNPE,NLE,MAIN,ITRE,ITRE
8.19,5.86,PR,LEG,COD,MAIN,ENVI,ENVI
97.21,42.14,AM,LEG,COD,MAIN,ENVI,ENVI
73.65,46.03,PF,LEG,COD,MAIN,ENVI,ENVI
42.27,17.56,RR,LEG,COD,MAIN,ENVI,ENVI
2.82,2.51,AL,LEG,COD,AVI,BUDG,BUDG
2.79,2.66,AL,LEG,COD,AVI,BUDG,BUDG
25.59,12.17,PR,LEG,COD,MAIN,LIBE,LIBE
56.94,18.44,RR,LEG,COD,MAIN,LIBE,LIBE
64.1,28.42,AM,LEG,COD,MAIN,LIBE,LIBE
3.15,1.48,AD,DISCH,DEC,AVI,CULT,CULT
11.52,7.05,PR,DISCH,DEC,MAIN,CONT,CONT
1.26,0.98,PA,DISCH,DEC,AVI,CULT,CULT
1.8,0.9,AM,DISCH,DEC,MAIN,CONT,CONT
4.19,2.01,AM,DISCH,DEC,AVI,CULT,CULT
16.97,7.02,RR,DISCH,DEC,MAIN,CONT,CONT
6.18,5.68,PR,INIT,INI,MAIN,AFET,AFET
121.53,58.57,AM,INIT,INI,MAIN,AFET,AFET
23.83,18.79,RR,INIT,INI,MAIN,AFET,AFET
2.02,1.91,AL,INIT,INI,AVI,BUDG,BUDG
10.78,9.25,PR,INIT,INI,MAIN,ECON,ECON
26.92,17.33,RR,INIT,INI,MAIN,ECON,ECON
119.91,59.36,AM,INIT,INI,MAIN,ECON,ECON
10.12,7.87,AD,INIT,INI,AVI,TRAN,TRAN
15.81,10.59,AD,INIT,INI,AVI,AGRI,AGRI
20.94,13.2,AM,INIT,INI,AVI,TRAN,TRAN
1.16,0.86,PA,INIT,INI,AVI,AGRI,AGRI
14.09,7.84,AM,INIT,INI,AVI,BUDG,BUDG
12.72,11.27,PR,INIT,INI,MAIN,REGI,REGI
45.83,26.64,AM,INIT,INI,AVI,EMPL,EMPL
1.27,1.08,PA,INIT,INI,AVI,TRAN,TRAN
5.53,4.04,AD,INIT,INI,AVI,BUDG,BUDG
39.2,20.53,AM,INIT,INI,MAIN,REGI,REGI
103.81,57.31,AM,INIT,INI,MAIN,REGI,REGI
36.13,22.46,AM,INIT,INI,AVI,AGRI,AGRI
65.8,38.92,RR,INIT,INI,MAIN,REGI,REGI
10.1,8.5,PR,INIT,INI,MAIN,PECH,PECH
26.91,18.51,RR,INIT,INI,MAIN,PECH,PECH
47.37,27.34,AM,INIT,INI,MAIN,PECH,PECH
20.45,13.0,RR,INIT,INI,MAIN,CULT,CULT
79.14,37.55,AM,INIT,INI,MAIN,CULT,CULT
13.37,12.94,PR,INIT,INI,MAIN,CULT,CULT
23.66,11.47,AM,INIT,INI,AHE,BUDG,BUDG
1.45,1.24,PA,INIT,INI,AHE,BUDG,BUDG
5.9,4.63,AL,INIT,INI,AVI,ENVI,ENVI
6.9,5.56,AD,INIT,INI,AHE,BUDG,BUDG
89.97,43.7,AM,INIT,INI,MHE,ECON,ECON
7.25,6.0,AL,INIT,INI,AVI,REGI,REGI
7.89,5.83,PR,INIT,INI,MHE,ECON,ECON
37.89,17.54,RR,INIT,INI,MHE,ECON,ECON
107.59,49.94,AM,INIT,INI,MAIN,EMPL,EMPL
11.31,10.31,PR,INIT,INI,MAIN,EMPL,EMPL
30.24,19.87,RR,INIT,INI,MAIN,EMPL,EMPL
16.04,7.51,RR,MR,NLE,MAIN,INTA,INTA
4.72,3.55,AD,MR,NLE,AVI,DEVE,DEVE
12.44,5.63,AM,MR,NLE,MAIN,INTA,INTA
33.73,13.92,AM,IMPL,INI,MAIN,CULT,CULT
29.63,12.44,RR,IMPL,INI,MAIN,CULT,CULT
23.96,21.93,PR,IMPL,INI,MAIN,CULT,CULT
4.43,3.4,PR,IMMU,IMM,MAIN,JURI,JURI
4.37,3.26,PR,IMMU,IMM,MAIN,JURI,JURI
4.74,3.66,RR,IMMU,IMM,MAIN,JURI,JURI
0.81,0.52,AL,APPE,NLE,AVI,AGRI,AGRI
5.68,2.6,RR,APPE,NLE,MAIN,INTA,INTA
3.09,1.59,PR,APPE,NLE,MAIN,INTA,INTA
17.7,8.85,PF,LEG,COD,MAIN,LIBE,LIBE
8.37,5.8,PA,LEG,COD,AVI,TRAN,TRAN
90.41,38.33,AM,LEG,COD,MAIN,LIBE,LIBE
12.07,5.74,AD,LEG,COD,AVI,ENVI,ENVI
12.09,4.97,AD,LEG,COD,AVI,ENVI,ENVI
51.86,20.91,RR,LEG,COD,MAIN,LIBE,LIBE
12.29,5.02,PR,LEG,COD,MAIN,LIBE,LIBE
20.74,9.48,AM,LEG,COD,AVI,TRAN,TRAN
13.34,5.43,AD,LEG,COD,AVI,TRAN,TRAN
4.52,3.91,PA,LEG,COD,AVI,TRAN,TRAN
10.53,4.39,RR,LEG,COD,MAIN,LIBE,LIBE
0.85,0.45,AM,LEG,COD,AVI,TRAN,TRAN
0.91,0.54,AM,LEG,COD,MAIN,LIBE,LIBE
5.78,2.25,AD,LEG,COD,AVI,TRAN,TRAN
3.03,1.59,PR,LEG,COD,MAIN,LIBE,LIBE
4.03,1.72,RR,APPE,NLE,MAIN,INTA,INTA
2.84,1.51,PR,APPE,NLE,MAIN,INTA,INTA
41.72,18.68,AD,RCST,COD,AHE,EMPL,EMPL
55.15,31.09,PR,RCST,COD,MHE,LIBE,LIBE
112.88,50.4,AM,RCST,COD,AHE,EMPL,EMPL
29.78,15.42,PA,RCST,COD,AHE,EMPL,EMPL
88.74,41.77,AM,RCST,COD,MHE,LIBE,LIBE
66.2,24.97,RR,RCST,COD,MHE,LIBE,LIBE
3.85,1.43,AL,RCST,COD,OAR,JURI,JURI
2.53,1.54,CM,RCST,COD,OAR,JURI,JURI
36.4,18.66,PF,RCST,COD,MHE,LIBE,LIBE
8.3,6.53,RE,RESC,RSP,MAIN,ENVI,ENVI
2.57,1.12,RR,RULE,REG,MAIN,AFCO,AFCO
0.94,0.4,AM,RULE,REG,MAIN,AFCO,AFCO
1.75,1.12,PR,RULE,REG,MAIN,AFCO,AFCO
170.74,82.23,AM,ENQCOM,INI,MAIN,PEGA,PEGA
150.08,89.66,AM,ENQCOM,INI,MAIN,PEGA,PEGA
164.86,87.6,AM,ENQCOM,INI,MAIN,PEGA,PEGA
145.87,91.84,AM,ENQCOM,INI,MAIN,PEGA,PEGA
170.36,89.14,AM,ENQCOM,INI,MAIN,PEGA,PEGA
157.52,88.9,AM,ENQCOM,INI,MAIN,PEGA,PEGA
177.39,89.89,AM,ENQCOM,INI,MAIN,PEGA,PEGA
152.24,87.05,AM,ENQCOM,INI,MAIN,PEGA,PEGA
279.62,204.09,RR,ENQCOM,INI,MAIN,PEGA,PEGA
50.32,25.01,AM,INIT,INI,AHE,AFET,AFET
62.52,26.73,AM,INIT,INI,MHE,ITRE,ITRE
6.84,6.23,PR,INIT,INI,MHE,ITRE,ITRE
13.02,8.44,RR,INIT,INI,MHE,ITRE,ITRE
10.2,8.35,AD,INIT,INI,AHE,AFET,AFET
80.21,42.52,AM,INIT,INI,MAIN,ECON,ECON
1.19,1.02,PA,INIT,INI,AVI,DEVE,DEVE
1.59,1.32,PA,INIT,INI,AVI,LIBE,LIBE
8.62,7.1,PR,INIT,INI,MAIN,ECON,ECON
16.3,10.61,AM,INIT,INI,AVI,LIBE,LIBE
23.99,13.65,AM,INIT,INI,AVI,DEVE,DEVE
12.45,8.99,AD,INIT,INI,AVI,LIBE,LIBE
57.3,28.74,RR,INIT,INI,MAIN,ECON,ECON
49.06,24.56,AM,ANRE,INI,MAIN,CONT,CONT
22.53,20.45,PR,ANRE,INI,MAIN,CONT,CONT
41.67,25.54,RR,ANRE,INI,MAIN,CONT,CONT
22.77,10.1,RR,ANRE,INI,MAIN,CONT,CONT
22.96,11.84,AM,ANRE,INI,MAIN,CONT,CONT
14.27,12.74,PR,ANRE,INI,MAIN,CONT,CONT
16.59,10.7,RR,OUTDEC,INI,MAIN,AFET,AFET
7.65,7.09,PR,OUTDEC,INI,MAIN,AFET,AFET
42.14,19.39,AM,OUTDEC,INI,MAIN,AFET,AFET
27.17,19.73,RR,INIT,INI,MAIN,DEVE,DEVE
10.71,9.11,PR,INIT,INI,MAIN,DEVE,DEVE
77.91,36.72,AM,INIT,INI,MAIN,DEVE,DEVE
1.25,1.04,PA,IMPL,INI,AVI,AGRI,AGRI
9.22,8.1,PR,IMPL,INI,MAIN,INTA,INTA
7.71,6.11,AD,IMPL,INI,AVI,AGRI,AGRI
50.74,23.94,AM,IMPL,INI,MAIN,INTA,INTA
17.49,7.67,RR,IMPL,INI,MAIN,INTA,INTA
17.67,11.36,AM,IMPL,INI,AVI,AGRI,AGRI
57.94,35.14,AM,IMPL,INI,MAIN,CULT,CULT
35.4,19.73,RR,IMPL,INI,MAIN,CULT,CULT
28.81,26.86,PR,IMPL,INI,MAIN,CULT,CULT
41.64,20.55,RR,IMPL,INI,MAIN,CULT,CULT
46.67,24.57,AM,IMPL,INI,MAIN,CULT,CULT
6.08,2.0,RR,LEG,CNS,MAIN,JURI,JURI
5.1,2.25,PR,LEG,CNS,MAIN,JURI,JURI
11.08,6.2,PR,MOFU,BUD,MAIN,BUDG,BUDG
3.42,1.76,AM,MOFU,BUD,MAIN,BUDG,BUDG
1.95,1.12,AL,MOFU,BUD,AVI,REGI,REGI
6.34,4.33,AL,MOFU,BUD,AVI,EMPL,EMPL
21.73,10.11,RR,MOFU,BUD,MAIN,BUDG,BUDG
6.27,2.77,PR,LEG,COD,MAIN,JURI,JURI
7.29,2.27,RR,LEG,COD,MAIN,JURI,JURI
7.03,4.46,RR,LEG,COD,MAIN,ENVI,CJ14
2.58,0.98,PR,LEG,COD,MAIN,ENVI,CJ14
1.93,1.74,AL,LEG,COD,AVI,PECH,PECH
101.78,52.64,AM,DECL,RSP,MAIN,EMPL,EMPL
8.64,8.07,RD,DECL,RSP,MAIN,EMPL,EMPL
24.2,19.02,RE,DECL,RSP,MAIN,EMPL,EMPL
0.36,0.25,AM,DECL,RSP,MAIN,EMPL,EMPL
11.01,7.24,PR,LEG,COD,MAIN,LIBE,LIBE
58.21,26.09,AM,LEG,COD,MAIN,LIBE,LIBE
12.72,12.22,DT,LEG,COD,MAIN,TRAN,TRAN
0.44,0.4,PF,LEG,COD,MAIN,AFET,CJ15
14.94,5.32,AL,LEG,COD,AVI,CONT,CONT
30.93,16.86,AD,LEG,COD,AVI,REGI,REGI
20.1,9.72,PA,LEG,COD,AVI,CONT,CONT
46.5,19.79,AM,LEG,COD,AVI,REGI,REGI
21.58,9.09,AM,LEG,COD,AVI,INTA,INTA
18.32,6.4,AD,LEG,COD,AVI,INTA,INTA
8.55,5.31,PA,LEG,COD,AVI,INTA,INTA
243.39,99.91,AM,LEG,COD,MAIN,AFET,CJ15
69.19,25.53,PR,LEG,COD,MAIN,AFET,CJ15
80.91,38.63,RR,LEG,COD,MAIN,AFET,CJ15
65.8,46.96,PF,LEG,COD,MAIN,AFET,CJ15
1.35,1.25,QO,RESQ,RSP,MAIN,INTA,INTA
1.34,1.25,QO,RESQ,RSP,MAIN,INTA,INTA
1.39,1.29,QO,RESQ,RSP,MAIN,INTA,INTA
1.41,1.32,QO,RESQ,RSP,MAIN,INTA,INTA
1.33,0.65,PR,APPE,NLE,MAIN,ITRE,ITRE
1.61,0.62,RR,APPE,NLE,MAIN,ITRE,ITRE
3.69,1.72,PR,LEG,COD,MAIN,IMCO,IMCO
9.03,4.44,RR,LEG,COD,MAIN,IMCO,IMCO
12.19,5.95,AM,LEG,COD,MAIN,IMCO,IMCO
5.2,2.26,PF,LEG,COD,MAIN,IMCO,IMCO
30.8,12.62,RR,LEG,COD,MAIN,AFET,CJ41
10.83,4.01,PR,LEG,COD,MAIN,AFET,CJ41
10.69,4.89,PF,LEG,COD,MAIN,AFET,CJ41
3.53,2.94,AL,LEG,COD,AVI,TRAN,TRAN
4.74,3.35,AL,LEG,COD,AVI,PECH,PECH
5.84,4.79,AL,LEG,COD,AVI,IMCO,IMCO
29.39,12.36,AM,LEG,COD,MAIN,AFET,CJ41
15.98,10.7,RE,RESC,RSP,MAIN,ENVI,ENVI
2.97,1.9,PR,APPE,NLE,MAIN,INTA,INTA
4.25,1.82,RR,APPE,NLE,MAIN,INTA,INTA
159.67,55.37,RR,LEG,COD,MAIN,IMCO,IMCO
87.03,65.71,PF,LEG,COD,MAIN,IMCO,IMCO
51.17,20.64,PR,LEG,COD,MAIN,IMCO,IMCO
18.92,6.57,AM,LEG,COD,MAIN,IMCO,IMCO
5.9,4.6,RE,DECL,RSP,MAIN,TRAN,TRAN
3.92,2.04,PR,LEG,COD,MAIN,PECH,PECH
1.48,0.61,NR,LEG,COD,MAIN,PECH,PECH
5.45,1.84,RR,LEG,COD,MAIN,PECH,PECH
1.26,0.52,AM,LEG,COD,MAIN,PECH,PECH
11.06,7.76,RE,COMSC,RPS,MAIN,ENVI,ENVI
35.42,14.83,AM,LEG,COD,MAIN,INTA,INTA
16.45,9.38,AD,LEG,COD,AVI,AGRI,AGRI
77.63,32.98,AM,LEG,COD,AVI,AGRI,AGRI
3.7,1.49,PA,LEG,COD,AVI,AGRI,AGRI
22.07,8.41,RR,LEG,COD,MAIN,INTA,INTA
3.71,2.12,PR,LEG,COD,MAIN,INTA,INTA
0.98,0.57,AL,LEG,COD,AVI,AGRI,AGRI
5.29,2.83,PR,LEG,COD,MAIN,INTA,INTA
