GROSS_SPA,NET_SPA,DOC_TYPE,PROC_NATURE,PROC_TYPE,ROLE,DOSSIER_TYPE,COMMITTEE_1
9.19,2.91,AD,LEG,COD,AVI,BUDG,BUDG
22.52,7.79,AD,LEG,COD,AVI,CONT,CONT
0.83,0.69,DV,LEG,COD,MAIN,IMCO,IMCO
12.43,5.29,AM,LEG,COD,AVI,LIBE,LIBE
6.8,2.7,PA,LEG,COD,AVI,CONT,CONT
3.39,1.74,AM,LEG,COD,AVI,BUDG,BUDG
73.56,20.17,RR,LEG,COD,MAIN,IMCO,IMCO
2.89,1.07,PR,LEG,COD,MAIN,IMCO,IMCO
1.33,0.94,NT,LEG,COD,MAIN,IMCO,IMCO
4.28,1.85,RR,LEG,COD,MAIN,IMCO,IMCO
16.49,5.87,AD,LEG,COD,AVI,BUDG,BUDG
83.69,37.85,AM,LEG,COD,AVI,AFET,AFET
69.17,39.83,PR,LEG,COD,MAIN,LIBE,LIBE
3.11,1.82,PA,LEG,COD,AVI,AFET,AFET
21.58,9.8,AM,LEG,COD,AVI,BUDG,BUDG
129.06,43.39,RR,LEG,COD,MAIN,LIBE,LIBE
17.66,6.6,AD,LEG,COD,AVI,AFET,AFET
140.33,56.58,AM,LEG,COD,MAIN,LIBE,LIBE
4.5,2.9,PA,LEG,COD,AVI,BUDG,BUDG
5.36,2.37,RR,LEG,COD,MAIN,LIBE,LIBE
1.11,0.94,NT,LEG,COD,MAIN,LIBE,LIBE
3.53,1.71,PR,LEG,COD,MAIN,LIBE,LIBE
31.46,19.34,PR,LEG,COD,MAIN,ECON,ECON
26.33,13.11,RR,LEG,COD,MAIN,ECON,ECON
33.53,13.95,AM,LEG,COD,MAIN,ECON,ECON
1.11,0.74,NR,LEG,COD,MAIN,ECON,ECON
49.43,31.89,PR,LEG,COD,MHE,IMCO,IMCO
25.93,12.66,PA,LEG,COD,AVI,ITRE,ITRE
20.91,11.02,PA,LEG,COD,AVI,TRAN,TRAN
186.2,70.47,AM,LEG,COD,MHE,IMCO,IMCO
107.97,51.44,AM,LEG,COD,MHE,IMCO,IMCO
101.46,51.49,AM,LEG,COD,MHE,IMCO,IMCO
256.11,92.82,RR,LEG,COD,MHE,IMCO,IMCO
25.41,11.48,PA,LEG,COD,AHE,JURI,JURI
94.86,34.42,AM,LEG,COD,AVI,TRAN,TRAN
1.09,0.95,NT,LEG,COD,MHE,IMCO,IMCO
182.6,74.03,AM,LEG,COD,AVI,ITRE,ITRE
176.17,67.28,AM,LEG,COD,AHE,JURI,JURI
47.17,14.63,AD,LEG,COD,AVI,TRAN,TRAN
68.91,22.4,AD,LEG,COD,AHE,JURI,JURI
50.54,17.78,AD,LEG,COD,AVI,ITRE,ITRE
10.52,8.46,PR,INIT,INI,MAIN,ECON,CJ34
66.76,35.31,AM,INIT,INI,MAIN,ECON,CJ34
25.61,14.83,RR,INIT,INI,MAIN,ECON,CJ34
8.94,4.44,PA,LEG,COD,AVI,EMPL,EMPL
19.22,9.77,AM,LEG,COD,AVI,EMPL,EMPL
17.16,9.59,PR,LEG,COD,MAIN,TRAN,TRAN
38.46,15.87,AM,LEG,COD,MAIN,TRAN,TRAN
34.8,11.98,RR,LEG,COD,MAIN,TRAN,TRAN
10.44,3.97,AD,LEG,COD,AVI,EMPL,EMPL
26.1,18.17,PR,LEG,COD,MAIN,LIBE,LIBE
12.14,5.01,AM,LEG,COD,AVI,FEMM,FEMM
69.61,33.25,AM,LEG,COD,MAIN,LIBE,LIBE
9.12,3.88,AD,LEG,COD,AVI,FEMM,FEMM
49.28,18.95,RR,LEG,COD,MAIN,LIBE,LIBE
2.03,1.15,AM,LEG,COD,MAIN,LIBE,LIBE
3.46,1.62,PR,LEG,COD,MAIN,LIBE,LIBE
5.17,2.32,RR,LEG,COD,MAIN,LIBE,LIBE
4.62,4.0,PA,LEG,CNS,AVI,AFCO,AFCO
6.73,4.16,PR,LEG,CNS,MAIN,ECON,ECON
40.11,17.71,AM,LEG,CNS,MAIN,ECON,ECON
1.38,0.87,AD,LEG,CNS,AVI,AFCO,AFCO
7.54,3.24,AM,LEG,CNS,AVI,AFCO,AFCO
1.22,0.99,QO,RESQ,RSP,MAIN,ENVI,ENVI
6.16,5.53,RE,RESQ,RSP,MAIN,ENVI,ENVI
55.66,29.84,AM,RESQ,RSP,MAIN,ENVI,ENVI
9.7,8.01,PA,LEG,COD,AVI,TRAN,TRAN
9.07,3.79,AM,LEG,COD,AVI,TRAN,TRAN
83.1,49.09,RR,LEG,COD,MAIN,IMCO,IMCO
56.2,28.77,AM,LEG,COD,AVI,TRAN,TRAN
26.63,9.73,AD,LEG,COD,AVI,TRAN,TRAN
37.47,17.09,PR,LEG,COD,MAIN,IMCO,IMCO
2.17,1.26,AD,LEG,COD,AVI,ENVI,ENVI
14.02,10.78,AM,LEG,COD,AVI,ENVI,ENVI
106.4,47.96,AM,LEG,COD,MAIN,IMCO,IMCO
3.48,1.51,PR,LEG,CNS,MAIN,ECON,ECON
3.68,0.94,RR,LEG,CNS,MAIN,ECON,ECON
0.77,0.34,NR,LEG,CNS,MAIN,ECON,ECON
14.32,8.17,PA,LEG,COD,AVI,REGI,REGI
21.83,11.77,PR,LEG,COD,MAIN,TRAN,TRAN
1.67,1.22,NR,LEG,COD,MAIN,TRAN,TRAN
19.39,6.56,AD,LEG,COD,AVI,REGI,REGI
78.63,35.38,AM,LEG,COD,MAIN,TRAN,TRAN
50.85,18.42,RR,LEG,COD,MAIN,TRAN,TRAN
21.24,8.22,AM,LEG,COD,AVI,REGI,REGI
3.95,1.84,RR,LEG,COD,MAIN,TRAN,TRAN
2.24,1.89,NT,LEG,COD,MAIN,TRAN,TRAN
2.32,0.79,PR,LEG,COD,MAIN,TRAN,TRAN
25.62,13.0,RR,LEG,COD,MAIN,ECON,ECON
49.89,27.93,AM,LEG,COD,MAIN,ECON,ECON
0.68,0.53,NR,LEG,COD,MAIN,ECON,ECON
34.9,17.49,PR,LEG,COD,MAIN,ECON,ECON
34.88,16.72,PR,LEG,COD,MAIN,ECON,ECON
13.2,6.87,AM,ANRE,INI,AVI,INTA,INTA
26.32,9.17,RR,ANRE,INI,MAIN,CONT,CONT
15.38,13.6,PR,ANRE,INI,MAIN,CONT,CONT
1.59,1.34,PA,ANRE,INI,AVI,INTA,INTA
4.24,2.52,AD,ANRE,INI,AVI,INTA,INTA
24.9,11.97,AM,ANRE,INI,MAIN,CONT,CONT
3.06,1.79,PR,CNPE,NLE,MAIN,ECON,ECON
3.33,1.19,RR,CNPE,NLE,MAIN,ECON,ECON
13.08,8.41,PR,LEG,COD,MAIN,PECH,PECH
39.4,17.48,RR,LEG,COD,MAIN,PECH,PECH
0.96,0.82,NR,LEG,COD,MAIN,PECH,PECH
40.73,17.12,AM,LEG,COD,MAIN,PECH,PECH
2.81,2.55,AM,LEG,COD,MAIN,PECH,PECH
1.32,0.94,NR,CNPE,NLE,MAIN,ITRE,ITRE
7.27,4.42,PR,CNPE,NLE,MAIN,ITRE,ITRE
12.08,4.1,RR,CNPE,NLE,MAIN,ITRE,ITRE
11.42,4.45,AM,CNPE,NLE,MAIN,ITRE,ITRE
33.24,13.05,AD,LEG,COD,AVI,CULT,CULT
98.25,41.49,AM,LEG,COD,AVI,FEMM,FEMM
45.68,18.27,AM,LEG,COD,AVI,LIBE,LIBE
34.32,11.7,AD,LEG,COD,AVI,LIBE,LIBE
35.9,15.88,AM,LEG,COD,AVI,INTA,INTA
43.6,18.32,AM,LEG,COD,AVI,ENVI,ENVI
76.34,32.87,AM,LEG,COD,AVI,CULT,CULT
30.7,8.46,AD,LEG,COD,AVI,INTA,INTA
176.9,76.55,AM,LEG,COD,MHE,AFET,CJ19
116.64,55.36,AM,LEG,COD,MHE,AFET,CJ19
109.29,50.56,AM,LEG,COD,MHE,AFET,CJ19
2.97,2.02,AM,LEG,COD,MHE,AFET,CJ19
177.24,90.04,PR,LEG,COD,MHE,AFET,CJ19
13.65,6.65,PA,LEG,COD,AVI,CULT,CULT
7.31,3.13,PA,LEG,COD,AVI,INTA,INTA
33.1,8.08,PA,LEG,COD,AHE,BUDG,BUDG
80.21,42.39,AM,LEG,COD,MHE,AFET,CJ19
28.55,15.47,PA,LEG,COD,AVI,LIBE,LIBE
25.44,6.72,AD,LEG,COD,AHE,BUDG,BUDG
13.19,7.01,AM,LEG,COD,AHE,BUDG,BUDG
5.12,2.18,AD,LEG,COD,AVI,ENVI,ENVI
74.22,24.84,AD,LEG,COD,AVI,FEMM,FEMM
17.86,7.42,AM,LEG,COD,AHE,BUDG,BUDG
450.61,150.82,RR,LEG,COD,MHE,AFET,CJ19
2.13,2.0,NR,LEG,COD,MHE,AFET,CJ19
9.28,6.8,PR,LEG,COD,MAIN,AFET,CJ19
11.77,4.88,RR,LEG,COD,MAIN,AFET,CJ19
52.81,26.25,PA,LEG,COD,AVI,FEMM,FEMM
53.04,13.32,PA,LEG,COD,AVI,FEMM,FEMM
9.8,7.03,AL,LEG,APP,OLB,JURI,JURI
10.71,2.54,PR,LEG,APP,MAIN,JURI,JURI
11.53,3.0,RR,LEG,APP,MAIN,JURI,JURI
10.63,4.4,AM,LEG,CNS,MAIN,LIBE,LIBE
4.16,2.57,PR,LEG,CNS,MAIN,LIBE,LIBE
7.65,2.72,RR,LEG,CNS,MAIN,LIBE,LIBE
1.16,0.96,NT,LEG,CNS,MAIN,LIBE,LIBE
104.98,45.71,AM,LEG,COD,MAIN,ECON,ECON
29.24,12.94,AM,LEG,COD,AVI,ENVI,ENVI
41.18,18.06,RR,LEG,COD,MAIN,ECON,ECON
22.51,13.98,PR,LEG,COD,MAIN,ECON,ECON
20.42,7.1,AD,LEG,COD,AVI,ENVI,ENVI
2.11,0.7,RR,LEG,CNS,MAIN,LIBE,LIBE
1.89,0.64,PR,LEG,CNS,MAIN,LIBE,LIBE
12.38,4.26,RR,APPE,NLE,MAIN,PECH,PECH
2.64,1.02,AD,APPE,NLE,AVI,DEVE,DEVE
1.9,1.45,PA,APPE,NLE,AVI,DEVE,DEVE
1.61,0.98,NT,APPE,NLE,MAIN,PECH,PECH
1.92,0.99,PA,APPE,NLE,AVI,BUDG,BUDG
6.48,3.7,PR,APPE,NLE,MAIN,PECH,PECH
2.87,1.3,AD,APPE,NLE,AVI,BUDG,BUDG
9.56,3.7,RR,MR,NLE,MAIN,PECH,PECH
2.97,1.58,AD,MR,NLE,AVI,DEVE,DEVE
5.39,4.27,PR,MR,NLE,MAIN,PECH,PECH
5.98,2.56,AM,MR,NLE,MAIN,PECH,PECH
1.75,1.49,PA,MR,NLE,AVI,DEVE,DEVE
4.97,2.46,AM,MR,NLE,AVI,DEVE,DEVE
0.6,0.24,AM,LEG,COD,MAIN,REGI,REGI
4.26,1.6,RR,LEG,COD,MAIN,REGI,REGI
3.23,1.85,PR,LEG,COD,MAIN,REGI,REGI
3.62,1.54,PR,LEG,COD,MAIN,REGI,REGI
5.94,5.35,RE,RESQ,RSP,MAIN,ENVI,ENVI
36.75,18.64,AM,RESQ,RSP,MAIN,ENVI,ENVI
1.35,1.22,QO,RESQ,RSP,MAIN,ENVI,ENVI
11.9,3.49,RR,DISCH,DEC,MAIN,CONT,CONT
1.32,1.08,PA,DISCH,DEC,AVI,CULT,CULT
3.4,2.21,AM,DISCH,DEC,AVI,CULT,CULT
2.14,1.14,AD,DISCH,DEC,AVI,CULT,CULT
4.03,2.03,AM,DISCH,DEC,MAIN,CONT,CONT
7.93,4.12,PR,DISCH,DEC,MAIN,CONT,CONT
113.39,56.06,AM,LEG,COD,MAIN,LIBE,LIBE
121.67,54.99,AM,LEG,COD,MAIN,LIBE,LIBE
85.57,39.62,PR,LEG,COD,MAIN,LIBE,LIBE
135.72,50.21,RR,LEG,COD,MAIN,LIBE,LIBE
5.96,4.76,PR,MR,NLE,MAIN,AFET,AFET
11.16,5.89,RR,MR,NLE,MAIN,AFET,AFET
2.17,0.7,RR,LEG,COD,MAIN,IMCO,IMCO
1.92,0.62,PR,LEG,COD,MAIN,IMCO,IMCO
3.91,1.18,PR,CNPE,NLE,MAIN,JURI,JURI
4.77,1.49,RR,CNPE,NLE,MAIN,JURI,JURI
54.43,49.52,PR,ENQCOM,INI,MAIN,TAX3,TAX3
155.76,86.33,AM,ENQCOM,INI,MAIN,TAX3,TAX3
166.7,90.63,AM,ENQCOM,INI,MAIN,TAX3,TAX3
139.73,80.68,AM,ENQCOM,INI,MAIN,TAX3,TAX3
157.62,85.92,AM,ENQCOM,INI,MAIN,TAX3,TAX3
2.68,2.53,NT,ENQCOM,INI,MAIN,TAX3,TAX3
124.37,79.56,RR,ENQCOM,INI,MAIN,TAX3,TAX3
10.23,8.48,PR,ANRE,INI,MAIN,AFET,AFET
24.87,16.62,RR,ANRE,INI,MAIN,AFET,AFET
110.77,53.57,AM,ANRE,INI,MAIN,AFET,AFET
82.18,43.88,AM,ANRE,INI,MAIN,AFET,AFET
4.07,2.42,AD,DISCH,DEC,AVI,EMPL,EMPL
3.09,1.9,AM,DISCH,DEC,AVI,EMPL,EMPL
2.18,1.03,AM,DISCH,DEC,MAIN,CONT,CONT
1.88,1.48,PA,DISCH,DEC,AVI,EMPL,EMPL
8.85,5.13,PR,DISCH,DEC,MAIN,CONT,CONT
14.13,4.22,RR,DISCH,DEC,MAIN,CONT,CONT
3.41,2.53,PR,APPE,NLE,MAIN,INTA,INTA
0.74,0.43,AM,APPE,NLE,AVI,DEVE,DEVE
2.27,2.02,PA,APPE,NLE,AVI,DEVE,DEVE
3.48,1.0,PR,APPE,NLE,MAIN,INTA,INTA
1.35,1.1,PA,APPE,NLE,AVI,AFET,AFET
3.3,2.49,AM,APPE,NLE,MAIN,INTA,INTA
1.92,0.85,AM,APPE,NLE,AVI,DEVE,DEVE
1.92,0.9,PA,APPE,NLE,AVI,DEVE,DEVE
7.64,2.82,RR,APPE,NLE,MAIN,INTA,INTA
2.94,1.08,AD,APPE,NLE,AVI,DEVE,DEVE
1.94,0.92,AM,APPE,NLE,AVI,AFET,AFET
2.51,0.86,AM,APPE,NLE,AVI,AFET,AFET
3.52,2.07,AD,DISCH,DEC,AVI,LIBE,LIBE
1.64,1.23,PA,DISCH,DEC,AVI,LIBE,LIBE
5.31,3.22,AM,DISCH,DEC,MAIN,CONT,CONT
5.31,2.25,AM,DISCH,DEC,AVI,LIBE,LIBE
6.8,3.42,PR,DISCH,DEC,MAIN,CONT,CONT
13.79,9.94,RR,DISCH,DEC,MAIN,CONT,CONT
3.77,2.42,AD,DISCH,DEC,AVI,LIBE,LIBE
1.68,1.34,PA,DISCH,DEC,AVI,LIBE,LIBE
8.23,3.87,AM,DISCH,DEC,MAIN,CONT,CONT
7.26,3.07,AM,DISCH,DEC,AVI,LIBE,LIBE
8.1,4.19,PR,DISCH,DEC,MAIN,CONT,CONT
15.62,11.36,RR,DISCH,DEC,MAIN,CONT,CONT
4.13,2.34,AD,DISCH,DEC,AVI,LIBE,LIBE
2.33,1.97,PA,DISCH,DEC,AVI,LIBE,LIBE
11.32,7.6,PR,DISCH,DEC,MAIN,CONT,CONT
15.15,6.43,AM,DISCH,DEC,MAIN,CONT,CONT
15.33,6.24,AM,DISCH,DEC,AVI,LIBE,LIBE
19.38,7.74,RR,DISCH,DEC,MAIN,CONT,CONT
4.73,3.88,RR,IMMU,IMM,MAIN,JURI,JURI
4.48,3.15,PR,IMMU,IMM,MAIN,JURI,JURI
8.69,7.88,CM,IMMU,IMM,MAIN,JURI,JURI
4.29,3.45,RR,IMMU,IMM,MAIN,JURI,JURI
9.84,8.98,CM,IMMU,IMM,MAIN,JURI,JURI
4.04,2.77,PR,IMMU,IMM,MAIN,JURI,JURI
7.25,4.71,AM,MR,NLE,AVI,DEVE,DEVE
17.08,10.41,AM,MR,NLE,AVI,AFET,AFET
1.52,1.21,PA,MR,NLE,AVI,AFET,AFET
33.64,18.91,AM,MR,NLE,MAIN,INTA,INTA
1.51,1.13,PA,MR,NLE,AVI,DEVE,DEVE
6.23,4.11,PR,MR,NLE,MAIN,INTA,INTA
6.57,2.97,PR,MR,NLE,MAIN,INTA,INTA
20.76,9.62,RR,MR,NLE,MAIN,INTA,INTA
3.2,1.85,AD,MR,NLE,AVI,DEVE,DEVE
5.14,3.38,AD,MR,NLE,AVI,AFET,AFET
1.12,1.0,NR,INIT,INI,MAIN,AFET,AFET
53.36,29.03,AM,INIT,INI,MAIN,AFET,AFET
14.79,8.85,RR,INIT,INI,MAIN,AFET,AFET
9.24,7.99,PR,INIT,INI,MAIN,AFET,AFET
92.56,44.03,AM,OUTDEC,INI,MHE,ECON,ECON
8.64,5.83,AD,OUTDEC,INI,AVI,REGI,REGI
1.55,1.2,PA,OUTDEC,INI,AVI,ENVI,ENVI
9.6,5.09,AM,OUTDEC,INI,AVI,ENVI,ENVI
21.52,12.56,AM,OUTDEC,INI,AVI,REGI,REGI
4.82,2.61,AD,OUTDEC,INI,AVI,ENVI,ENVI
32.02,22.08,RR,OUTDEC,INI,MHE,ECON,ECON
5.81,4.29,AD,OUTDEC,INI,AVI,FEMM,FEMM
1.46,1.17,PA,OUTDEC,INI,AVI,REGI,REGI
6.52,4.59,PR,OUTDEC,INI,MHE,ECON,ECON
20.66,19.19,CM,IMMU,IMM,MAIN,JURI,JURI
4.02,3.06,PR,IMMU,IMM,MAIN,JURI,JURI
4.15,3.22,RR,IMMU,IMM,MAIN,JURI,JURI
7.72,3.77,AD,DISCH,DEC,AVI,DEVE,DEVE
20.36,13.49,PR,DISCH,DEC,MAIN,CONT,CONT
35.8,10.86,RR,DISCH,DEC,MAIN,CONT,CONT
7.08,5.47,AM,DISCH,DEC,AVI,DEVE,DEVE
10.48,4.08,AM,DISCH,DEC,MAIN,CONT,CONT
1.89,1.65,PA,DISCH,DEC,AVI,DEVE,DEVE
7.35,2.71,PR,RCST,COD,MAIN,ECON,ECON
2.42,1.39,CM,RCST,COD,AVI,JURI,JURI
0.81,0.35,NR,RCST,COD,MAIN,ECON,ECON
7.64,2.04,RR,RCST,COD,MAIN,ECON,ECON
1.49,0.59,NR,APPE,NLE,MAIN,TRAN,TRAN
2.99,1.67,PR,APPE,NLE,MAIN,TRAN,TRAN
4.23,2.25,RR,APPE,NLE,MAIN,TRAN,TRAN
4.44,2.35,PR,MOFU,BUD,MAIN,BUDG,BUDG
5.11,1.79,RR,MOFU,BUD,MAIN,BUDG,BUDG
11.32,7.3,PR,BUD,BUD,MAIN,BUDG,BUDG
3.45,2.71,AM,BUD,BUD,MAIN,BUDG,BUDG
12.26,6.77,RR,BUD,BUD,MAIN,BUDG,BUDG
20.63,20.28,DT,LEG,COD,MAIN,LIBE,LIBE
15.08,14.7,DT,LEG,COD,MAIN,LIBE,LIBE
10.36,10.27,DT,LEG,COD,MAIN,LIBE,LIBE
17.91,16.86,DT,LEG,COD,MAIN,LIBE,LIBE
11.16,11.03,DT,LEG,COD,MAIN,LIBE,LIBE
119.71,62.82,PR,LEG,COD,MAIN,LIBE,LIBE
6.93,6.84,DT,LEG,COD,MAIN,LIBE,LIBE
5.86,5.75,DT,LEG,COD,MAIN,LIBE,LIBE
7.62,7.47,DT,LEG,COD,MAIN,LIBE,LIBE
7.68,7.59,DT,LEG,COD,MAIN,LIBE,LIBE
11.06,10.88,DT,LEG,COD,MAIN,LIBE,LIBE
8.91,8.43,DT,LEG,COD,MAIN,LIBE,LIBE
114.5,54.15,AM,LEG,COD,MAIN,LIBE,LIBE
169.17,72.53,AM,LEG,COD,MAIN,LIBE,LIBE
8.12,7.37,DT,LEG,COD,MAIN,LIBE,LIBE
7.36,7.17,DT,LEG,COD,MAIN,LIBE,LIBE
13.29,13.04,DT,LEG,COD,MAIN,LIBE,LIBE
10.04,9.43,DT,LEG,COD,MAIN,LIBE,LIBE
81.48,53.34,RR,LEG,COD,MAIN,LIBE,LIBE
117.74,91.4,PF,LEG,COD,MAIN,LIBE,LIBE
117.66,93.47,PF,LEG,COD,MAIN,LIBE,LIBE
21.18,8.36,AM,LEG,COD,MAIN,LIBE,LIBE
4.42,2.04,RR,LEG,COD,MAIN,LIBE,LIBE
2.7,0.8,PR,LEG,COD,MAIN,LIBE,LIBE
2.7,1.48,PR,LEG,COD,MAIN,LIBE,LIBE
25.23,19.92,PF,LEG,COD,MAIN,LIBE,LIBE
14.61,7.07,AM,LEG,COD,MAIN,ITRE,ITRE
20.51,12.13,PR,LEG,COD,MAIN,ITRE,ITRE
108.98,47.7,AM,LEG,COD,MAIN,ITRE,ITRE
41.5,16.75,RR,LEG,COD,MAIN,ITRE,ITRE
4.83,1.96,AL,LEG,COD,OLB,JURI,JURI
2.51,2.17,NT,LEG,COD,MAIN,ITRE,ITRE
43.06,33.56,PF,LEG,COD,MAIN,ITRE,ITRE
24.87,10.53,PA,RCST,COD,AVI,ENVI,ENVI
24.89,5.72,PA,RCST,COD,AVI,ENVI,ENVI
166.2,83.04,AM,RCST,COD,MAIN,ITRE,ITRE
6.9,5.38,NP,RCST,COD,MAIN,ITRE,ITRE
2.23,1.31,CM,RCST,COD,OAR,JURI,JURI
17.78,13.96,NP,RCST,COD,MAIN,ITRE,ITRE
17.37,12.56,NP,RCST,COD,MAIN,ITRE,ITRE
106.68,55.51,AM,RCST,COD,MAIN,ITRE,ITRE
150.98,79.93,AM,RCST,COD,MAIN,ITRE,ITRE
94.39,49.75,AM,RCST,COD,MAIN,ITRE,ITRE
54.15,30.12,PR,RCST,COD,MAIN,ITRE,ITRE
171.68,78.21,AM,RCST,COD,MAIN,ITRE,ITRE
185.55,62.98,RR,RCST,COD,MAIN,ITRE,ITRE
77.56,26.54,AD,RCST,COD,AVI,ENVI,ENVI
117.81,49.02,AM,RCST,COD,AVI,ENVI,ENVI
76.49,37.56,AM,RCST,COD,AVI,ENVI,ENVI
4.66,4.16,NR,RCST,COD,MAIN,ITRE,ITRE
146.14,77.17,AM,RCST,COD,MAIN,ITRE,ITRE
187.28,91.52,AM,RCST,COD,AVI,ENVI,ENVI
162.91,79.59,AM,RCST,COD,MAIN,ITRE,ITRE
3.67,2.53,CM,RCST,COD,OAR,JURI,JURI
26.64,14.37,PR,RCST,COD,MAIN,ITRE,ITRE
17.33,12.51,NP,RCST,COD,MAIN,ITRE,ITRE
17.8,13.97,NP,RCST,COD,MAIN,ITRE,ITRE
18.75,10.85,AM,RCST,COD,MAIN,ITRE,ITRE
19.45,14.16,PA,RCST,COD,AVI,ENVI,ENVI
137.78,132.76,AM,RCST,COD,MAIN,ITRE,ITRE
70.49,27.63,AD,RCST,COD,AVI,ENVI,ENVI
174.82,54.73,RR,RCST,COD,MAIN,ITRE,ITRE
2.46,1.59,CM,RCST,COD,OAR,JURI,JURI
7.36,2.91,AD,RCST,COD,AVI,BUDG,BUDG
99.16,49.13,AM,RCST,COD,MAIN,ITRE,ITRE
3.66,2.31,PA,RCST,COD,AVI,BUDG,BUDG
110.53,55.95,AM,RCST,COD,MAIN,ITRE,ITRE
6.93,3.25,AM,RCST,COD,AVI,BUDG,BUDG
31.59,21.65,PR,RCST,COD,MAIN,ITRE,ITRE
66.3,25.9,RR,RCST,COD,MAIN,ITRE,ITRE
1.3,1.1,NR,RCST,COD,MAIN,ITRE,ITRE
1.21,0.72,AM,DISCH,DEC,MAIN,CONT,CONT
5.34,2.34,PR,DISCH,DEC,MAIN,CONT,CONT
6.14,1.88,RR,DISCH,DEC,MAIN,CONT,CONT
9.19,2.63,RR,DISCH,DEC,MAIN,CONT,CONT
6.89,4.3,AM,DISCH,DEC,MAIN,CONT,CONT
8.03,3.98,PR,DISCH,DEC,MAIN,CONT,CONT
9.16,2.73,RR,DISCH,DEC,MAIN,CONT,CONT
4.56,2.45,AM,DISCH,DEC,MAIN,CONT,CONT
7.91,4.38,PR,DISCH,DEC,MAIN,CONT,CONT
9.2,2.44,RR,DISCH,DEC,MAIN,CONT,CONT
3.2,1.43,AM,DISCH,DEC,MAIN,CONT,CONT
8.16,4.34,PR,DISCH,DEC,MAIN,CONT,CONT
27.45,17.9,AM,OUTDEC,INI,MAIN,AFET,AFET
11.2,8.61,RR,OUTDEC,INI,MAIN,AFET,AFET
6.04,5.34,PR,OUTDEC,INI,MAIN,AFET,AFET
44.88,26.89,AM,OUTDEC,INI,MAIN,AFET,AFET
7.64,6.02,PR,OUTDEC,INI,MAIN,AFET,AFET
15.75,9.92,RR,OUTDEC,INI,MAIN,AFET,AFET
7.84,5.19,AM,LEG,COD,MAIN,LIBE,LIBE
6.24,2.83,RR,LEG,COD,MAIN,LIBE,LIBE
3.8,2.38,PR,LEG,COD,MAIN,LIBE,LIBE
3.4,2.01,RR,IMMU,IMM,MAIN,JURI,JURI
6.82,6.31,CM,IMMU,IMM,MAIN,JURI,JURI
3.06,1.73,PR,IMMU,IMM,MAIN,JURI,JURI
5.86,5.34,CM,IMMU,IMM,MAIN,JURI,JURI
3.39,2.0,RR,IMMU,IMM,MAIN,JURI,JURI
6.84,6.33,CM,IMMU,IMM,MAIN,JURI,JURI
3.05,1.72,PR,IMMU,IMM,MAIN,JURI,JURI
5.86,5.35,CM,IMMU,IMM,MAIN,JURI,JURI
3.39,1.99,RR,IMMU,IMM,MAIN,JURI,JURI
6.81,6.31,CM,IMMU,IMM,MAIN,JURI,JURI
3.04,1.72,PR,IMMU,IMM,MAIN,JURI,JURI
5.86,5.34,CM,IMMU,IMM,MAIN,JURI,JURI
36.25,18.45,PA,LEG,COD,AHE,CULT,CULT
183.14,67.84,AM,LEG,COD,AVI,IMCO,IMCO
51.55,21.15,PA,LEG,COD,AVI,IMCO,IMCO
28.48,10.9,PR,LEG,COD,MHE,LIBE,LIBE
90.35,39.88,AM,LEG,COD,AHE,CULT,CULT
155.4,55.71,AM,LEG,COD,AHE,CULT,CULT
172.9,59.98,AM,LEG,COD,MHE,LIBE,LIBE
95.75,33.01,AM,LEG,COD,MHE,LIBE,LIBE
138.54,61.5,AM,LEG,COD,MHE,LIBE,LIBE
204.68,59.07,RR,LEG,COD,MHE,LIBE,LIBE
56.21,19.17,AD,LEG,COD,AHE,CULT,CULT
67.81,27.05,AD,LEG,COD,AVI,IMCO,IMCO
2.92,1.03,PR,LEG,COD,MAIN,LIBE,LIBE
4.79,2.33,RR,LEG,COD,MAIN,LIBE,LIBE
11.29,9.27,PR,DISCH,DEC,MAIN,CONT,CONT
15.38,6.53,RR,DISCH,DEC,MAIN,CONT,CONT
23.17,9.83,AM,DISCH,DEC,MAIN,CONT,CONT
7.8,5.72,PR,DISCH,DEC,MAIN,CONT,CONT
8.82,2.63,RR,DISCH,DEC,MAIN,CONT,CONT
6.83,2.8,AM,DISCH,DEC,MAIN,CONT,CONT
11.41,9.32,PR,DISCH,DEC,MAIN,CONT,CONT
13.09,4.28,RR,DISCH,DEC,MAIN,CONT,CONT
15.17,6.12,AM,DISCH,DEC,MAIN,CONT,CONT
59.25,28.08,PR,DISCH,DEC,MAIN,CONT,CONT
24.19,13.15,AM,DISCH,DEC,MAIN,CONT,CONT
60.98,27.91,RR,DISCH,DEC,MAIN,CONT,CONT
11.73,4.17,RR,DISCH,DEC,MAIN,CONT,CONT
11.53,5.63,AM,DISCH,DEC,MAIN,CONT,CONT
10.04,2.17,PR,DISCH,DEC,MAIN,CONT,CONT
10.02,7.8,PR,DISCH,DEC,MAIN,CONT,CONT
8.44,4.55,PR,DISCH,DEC,MAIN,CONT,CONT
9.45,3.06,RR,DISCH,DEC,MAIN,CONT,CONT
4.23,1.91,AM,DISCH,DEC,MAIN,CONT,CONT
8.46,4.87,PR,DISCH,DEC,MAIN,CONT,CONT
3.55,2.07,AM,DISCH,DEC,MAIN,CONT,CONT
9.29,2.55,RR,DISCH,DEC,MAIN,CONT,CONT
9.58,5.09,PR,DISCH,DEC,MAIN,CONT,CONT
